contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
SYK220218C00200000,200.0,USD,70.3,0.0,0.0,1,0,71.5,74.6,REGULAR,2022-02-18,2021-12-28 14:31:51,2.6660189599609376,True
SYK220218C00220000,220.0,USD,57.8,5.799999,11.153845,1,1,51.9,54.9,REGULAR,2022-02-18,2022-01-05 14:32:35,2.112919756774902,True
SYK220218C00240000,240.0,USD,27.0,0.0,0.0,1,3,33.5,35.6,REGULAR,2022-02-18,2021-12-23 14:30:15,1.6149921594238283,True
SYK220218C00250000,250.0,USD,22.73,0.0,0.0,1,2,25.1,26.7,REGULAR,2022-02-18,2021-12-31 18:30:09,1.3979522290039061,True
SYK220218C00260000,260.0,USD,21.43,0.0,0.0,6,77,17.2,18.7,REGULAR,2022-02-18,2022-01-04 17:06:40,1.1959268719482423,False
SYK220218C00270000,270.0,USD,14.06,0.0,0.0,3,382,10.2,11.9,REGULAR,2022-02-18,2022-01-04 20:43:05,1.0108692034912108,False
SYK220218C00280000,280.0,USD,8.0,-0.14999962,-1.8404862,1,38,5.9,8.0,REGULAR,2022-02-18,2022-01-05 16:02:37,0.9353033813476561,False
SYK220218C00290000,290.0,USD,4.3,0.0,0.0,25,356,2.7,4.5,REGULAR,2022-02-18,2022-01-05 16:44:41,0.8365494860839842,False
SYK220218C00300000,300.0,USD,1.84,0.44000006,31.428576,30,646,1.15,2.5,REGULAR,2022-02-18,2022-01-05 16:29:25,0.7851583984375,False
SYK220218C00310000,310.0,USD,1.0,0.38,61.290325,16,22,0.55,0.8,REGULAR,2022-02-18,2022-01-05 16:47:15,0.7114286669921875,False
