contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
SPCE220211C00010000,10.0,USD,3.7,0.0,0.0,40,40,2.19,2.63,REGULAR,2022-02-11,2022-01-03 16:42:15,9.132816791992187,False
SPCE220211C00013000,13.0,USD,0.9,-0.51,-36.170216,21,16,0.67,0.97,REGULAR,2022-02-11,2022-01-05 20:22:54,6.183596020507812,False
SPCE220211C00014000,14.0,USD,0.7,-0.29000002,-29.292933,2,22,0.52,0.9,REGULAR,2022-02-11,2022-01-05 19:20:29,6.312502109375,False
SPCE220211C00015000,15.0,USD,0.55,-0.18,-24.657534,4,7,0.43,0.72,REGULAR,2022-02-11,2022-01-05 18:49:48,6.257814677734375,False
SPCE220211C00016000,16.0,USD,0.62,0.120000005,24.0,1,30,0.32,0.43,REGULAR,2022-02-11,2022-01-05 15:08:22,5.79687775390625,False
SPCE220211C00017000,17.0,USD,0.41,0.0,0.0,4,12,0.24,0.54,REGULAR,2022-02-11,2022-01-03 19:09:21,6.2187522265625,False
SPCE220211C00018000,18.0,USD,0.28,-0.02000001,-6.66667,3,29,0.03,0.33,REGULAR,2022-02-11,2022-01-05 16:23:42,5.359378300781248,False
SPCE220211C00020000,20.0,USD,0.2,0.019999996,11.111108,4,6,0.06,0.19,REGULAR,2022-02-11,2022-01-04 17:33:01,5.468753164062499,False
SPCE220211C00022000,22.0,USD,0.13,-0.010000005,-7.1428614,1,3,0.07,0.32,REGULAR,2022-02-11,2022-01-05 18:51:28,6.48437689453125,False
SPCE220211C00023000,23.0,USD,0.11,-0.08,-42.105263,2,20,0.03,0.15,REGULAR,2022-02-11,2022-01-05 17:26:10,5.7656277929687505,False
