contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
UNG220211C00010500,10.5,USD,1.78,0.0,0.0,15,2.35,2.52,REGULAR,2022-02-11,2021-12-30 20:58:27,1.0000000000000003e-05,True,
UNG220211C00011000,11.0,USD,1.69,0.0,0.0,1,1.92,2.04,REGULAR,2022-02-11,2021-12-31 18:07:50,1.0000000000000003e-05,True,1.0
UNG220211C00012000,12.0,USD,1.24,0.18000007,16.98114,12,1.21,1.34,REGULAR,2022-02-11,2022-01-05 17:54:04,1.0000000000000003e-05,True,2.0
UNG220211C00012500,12.5,USD,1.02,0.13,14.606741,35,0.96,1.04,REGULAR,2022-02-11,2022-01-05 19:54:24,1.0000000000000003e-05,True,4.0
UNG220211C00014000,14.0,USD,0.46,0.060000002,15.000001,58,0.42,0.49,REGULAR,2022-02-11,2022-01-05 20:32:59,1.0000000000000003e-05,True,22.0
UNG220211C00014500,14.5,USD,0.32,-0.01000002,-3.0303092,4,0.32,0.38,REGULAR,2022-02-11,2022-01-05 15:02:38,0.48438015625,True,2.0
UNG220211C00015000,15.0,USD,0.33,0.0,0.0,18,0.25,0.3,REGULAR,2022-02-11,2022-01-03 18:58:32,0.7421900781249999,False,28.0
UNG220211C00016000,16.0,USD,0.18,0.0,0.0,15,0.15,0.2,REGULAR,2022-02-11,2021-12-30 19:05:02,1.1054732226562503,False,
UNG220211C00017000,17.0,USD,0.13,0.0,0.0,121,0.09,0.14,REGULAR,2022-02-11,2022-01-03 19:40:16,1.3515657421874998,False,120.0
UNG220211C00018000,18.0,USD,0.11,0.0,0.0,1,0.06,0.1,REGULAR,2022-02-11,2021-12-31 20:42:08,1.5625021874999998,False,1.0
