contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
LESL220218C00012500,12.5,USD,11.09,0.0,0.0,1,8,9.4,10.1,REGULAR,2022-02-18,2021-12-27 14:54:17,5.207034741210936,True
LESL220218C00015000,15.0,USD,8.95,0.0,0.0,5,92,7.2,7.5,REGULAR,2022-02-18,2021-12-30 18:20:09,4.039067451171874,True
LESL220218C00017500,17.5,USD,4.4,0.0,0.0,7,11,4.8,5.1,REGULAR,2022-02-18,2021-12-14 19:12:52,3.009768100585937,True
LESL220218C00019000,19.0,USD,3.5,0.0,0.0,4,11,4.2,4.6,REGULAR,2022-02-18,2021-11-19 14:37:43,3.13281466796875,True
LESL220218C00020000,20.0,USD,3.44,-0.26999998,-7.2776275,2,158,2.8,3.0,REGULAR,2022-02-18,2022-01-05 15:49:08,2.2832074169921874,False
LESL220218C00021000,21.0,USD,3.46,0.0,0.0,5,59,2.15,2.35,REGULAR,2022-02-18,2021-12-31 19:19:21,2.084965725097656,False
LESL220218C00022500,22.5,USD,2.6,0.0,0.0,3,146,1.35,1.55,REGULAR,2022-02-18,2021-12-30 19:11:15,1.8457038964843748,False
LESL220218C00024000,24.0,USD,1.0,-0.70000005,-41.17647,2,357,0.8,0.95,REGULAR,2022-02-18,2022-01-05 20:27:45,1.673829755859375,False
LESL220218C00025000,25.0,USD,0.86,-0.089999974,-9.473681,5,378,0.55,0.7,REGULAR,2022-02-18,2022-01-05 19:11:29,1.607423837890625,False
LESL220218C00026000,26.0,USD,0.65,-0.100000024,-13.333337,8,546,0.45,0.5,REGULAR,2022-02-18,2022-01-05 15:30:59,1.5976582617187498,False
LESL220218C00027000,27.0,USD,0.8,0.0,0.0,10,80,0.25,0.45,REGULAR,2022-02-18,2022-01-03 15:26:22,1.5781271093749998,False
LESL220218C00028000,28.0,USD,0.3,-0.26,-46.42857,6,134,0.15,0.35,REGULAR,2022-02-18,2022-01-05 19:21:55,1.5507834960937497,False
LESL220218C00029000,29.0,USD,0.4,0.0,0.0,2,56,0.1,0.25,REGULAR,2022-02-18,2021-12-30 15:32:40,1.5273461132812498,False
LESL220218C00030000,30.0,USD,0.3,0.0,0.0,10,814,0.05,0.2,REGULAR,2022-02-18,2021-12-29 16:24:00,1.5156274218749999,False
LESL220218C00031000,31.0,USD,0.1,-0.12,-54.545456,1,62,0.05,0.15,REGULAR,2022-02-18,2022-01-05 20:02:12,1.5390648046875,False
LESL220218C00032000,32.0,USD,0.35,0.0,0.0,307,307,0.0,0.2,REGULAR,2022-02-18,2021-12-10 14:41:34,1.62109564453125,False
LESL220218C00033000,33.0,USD,0.15,0.0,0.0,8,15,0.0,0.15,REGULAR,2022-02-18,2021-12-06 14:46:31,1.6171894140625,False
LESL220218C00034000,34.0,USD,0.13,0.0,0.0,5,6,0.05,0.25,REGULAR,2022-02-18,2021-11-10 11:58:22,1.9179691601562503,False
LESL220218C00035000,35.0,USD,0.15,0.0,0.0,10,91,0.0,0.25,REGULAR,2022-02-18,2021-11-26 15:25:13,1.9296878515625,False
LESL220218C00040000,40.0,USD,0.05,0.0,0.0,5,56,0.0,0.45,REGULAR,2022-02-18,2022-01-04 15:49:57,2.5312536718749996,False
