contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
AYI220218P00110000,110.0,USD,1.75,0.0,0.0,2.0,0,0.65,0.75,REGULAR,2022-02-18,2021-11-10 11:50:40,1.8984380078125,False
AYI220218P00115000,115.0,USD,2.25,0.0,0.0,,1,0.55,0.75,REGULAR,2022-02-18,2021-11-10 11:50:40,1.7421887890624999,False
AYI220218P00120000,120.0,USD,2.5,0.0,0.0,1.0,2,1.2,0.75,REGULAR,2022-02-18,2021-11-10 11:50:40,1.7509778076171876,False
AYI220218P00125000,125.0,USD,2.9,0.0,0.0,3.0,3,0.55,0.75,REGULAR,2022-02-18,2021-11-10 11:50:40,1.4951197119140622,False
AYI220218P00130000,130.0,USD,2.03,0.0,0.0,1.0,1,0.1,2.25,REGULAR,2022-02-18,2021-11-10 11:50:40,1.5595725146484374,False
AYI220218P00140000,140.0,USD,0.85,0.0,0.0,1.0,2,0.0,2.4,REGULAR,2022-02-18,2021-12-15 14:49:37,1.3203158984374999,False
AYI220218P00145000,145.0,USD,1.05,0.0,0.0,3.0,5,0.0,2.75,REGULAR,2022-02-18,2021-10-26 17:59:47,1.2426795678710936,False
AYI220218P00150000,150.0,USD,2.45,0.0,0.0,1.0,94,0.6,2.5,REGULAR,2022-02-18,2021-11-10 11:50:40,1.16016044921875,False
AYI220218P00155000,155.0,USD,7.9,0.0,0.0,2.0,5,0.75,2.8,REGULAR,2022-02-18,2021-11-10 11:50:40,1.08203583984375,False
AYI220218P00160000,160.0,USD,2.1,0.0,0.0,1.0,320,0.0,2.8,REGULAR,2022-02-18,2021-12-17 15:55:06,0.8964854101562498,False
AYI220218P00165000,165.0,USD,1.5,0.0,0.0,1.0,27,1.05,3.5,REGULAR,2022-02-18,2021-11-18 16:30:41,0.9143074975585939,False
AYI220218P00170000,170.0,USD,2.05,0.0,0.0,6.0,88,0.25,2.85,REGULAR,2022-02-18,2021-11-22 16:46:16,0.689700368652344,False
AYI220218P00175000,175.0,USD,4.9,0.0,0.0,2.0,17,1.1,2.05,REGULAR,2022-02-18,2021-12-20 15:25:18,0.5756878369140624,False
AYI220218P00180000,180.0,USD,3.1,0.0,0.0,14.0,16,2.05,3.1,REGULAR,2022-02-18,2021-12-23 19:32:56,0.5632367895507813,False
AYI220218P00185000,185.0,USD,2.85,0.0,0.0,4.0,62,1.3,3.2,REGULAR,2022-02-18,2021-12-28 18:16:38,0.4797415307617187,False
AYI220218P00190000,190.0,USD,3.9,0.0,0.0,1.0,157,2.3,5.2,REGULAR,2022-02-18,2022-01-03 17:59:29,0.477544287109375,False
AYI220218P00195000,195.0,USD,4.5,0.0,0.0,31.0,48,4.6,6.2,REGULAR,2022-02-18,2021-12-30 15:46:44,0.3414372497558594,True
AYI220218P00200000,200.0,USD,11.7,0.0,0.0,1.0,1,5.4,7.6,REGULAR,2022-02-18,2021-12-17 16:26:52,1.0000000000000003e-05,True
AYI220218P00210000,210.0,USD,11.0,0.0,0.0,1.0,2,9.5,11.0,REGULAR,2022-02-18,2021-12-31 16:53:28,1.0000000000000003e-05,True
AYI220218P00220000,220.0,USD,14.7,0.0,0.0,1.0,0,14.2,16.1,REGULAR,2022-02-18,2022-01-03 15:52:42,1.0000000000000003e-05,True
AYI220218P00230000,230.0,USD,20.8,0.0,0.0,3.0,6,33.9,36.5,REGULAR,2022-02-18,2021-11-10 15:34:21,1.0000000000000003e-05,True
