contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
KRNT220218C00060000,60.0,USD,72.1,0.0,0.0,2,0,85.9,88.7,REGULAR,2022-02-18,2021-11-10 11:53:18,16.861332855834963,True
KRNT220218C00065000,65.0,USD,82.65,0.0,0.0,2,2,82.5,87.0,REGULAR,2022-02-18,2021-11-10 11:53:18,15.906250058593749,True
KRNT220218C00070000,70.0,USD,79.95,0.0,0.0,2,2,77.4,79.2,REGULAR,2022-02-18,2021-11-10 11:53:18,13.647462407836912,True
KRNT220218C00075000,75.0,USD,75.16,0.0,0.0,1,1,73.5,77.0,REGULAR,2022-02-18,2021-11-10 11:53:18,12.922853485717773,True
KRNT220218C00080000,80.0,USD,66.7,0.0,0.0,2,10,65.9,69.4,REGULAR,2022-02-18,2021-11-10 11:53:18,11.04150700531006,True
KRNT220218C00085000,85.0,USD,65.68,0.0,0.0,1,2,62.9,67.0,REGULAR,2022-02-18,2021-11-10 11:53:18,10.63281585449219,True
KRNT220218C00090000,90.0,USD,76.04,0.0,0.0,2,260,72.3,76.2,REGULAR,2022-02-18,2021-10-29 15:51:06,13.342775098266603,True
KRNT220218C00095000,95.0,USD,56.1,0.0,0.0,1,1,53.9,58.0,REGULAR,2022-02-18,2021-11-10 11:53:18,9.123539454040527,True
KRNT220218C00100000,100.0,USD,50.63,0.0,0.0,1,2,30.7,34.0,REGULAR,2022-02-18,2021-11-17 15:09:06,5.066654057312011,False
KRNT220218C00110000,110.0,USD,38.15,0.0,0.0,1,0,24.1,28.0,REGULAR,2022-02-18,2021-11-17 17:26:28,4.5712933483886715,False
KRNT220218C00115000,115.0,USD,28.18,0.0,0.0,12,11,34.0,37.4,REGULAR,2022-02-18,2021-11-10 11:53:18,6.336916141357422,False
KRNT220218C00120000,120.0,USD,21.4,0.0,0.0,3,7,17.9,21.5,REGULAR,2022-02-18,2021-12-21 15:56:31,4.038579170532226,False
KRNT220218C00125000,125.0,USD,35.9,0.0,0.0,2,6,52.1,55.2,REGULAR,2022-02-18,2021-10-19 15:13:12,9.853519466552736,False
KRNT220218C00130000,130.0,USD,16.5,0.0,0.0,10,12,12.5,15.0,REGULAR,2022-02-18,2021-12-21 16:22:00,3.5134289508056638,False
KRNT220218C00135000,135.0,USD,24.0,0.0,0.0,1,9,10.1,12.3,REGULAR,2022-02-18,2021-12-27 17:47:35,3.2844256170654296,False
KRNT220218C00140000,140.0,USD,14.82,0.0,0.0,1,58,8.1,10.1,REGULAR,2022-02-18,2021-12-23 14:43:10,3.1005881860351563,False
KRNT220218C00145000,145.0,USD,10.1,-6.049999,-37.461296,1,39,5.6,7.7,REGULAR,2022-02-18,2022-01-05 16:13:45,2.823733409423828,False
KRNT220218C00150000,150.0,USD,5.5,-5.8,-51.32744,1,29,4.6,6.1,REGULAR,2022-02-18,2022-01-05 19:18:14,2.71240556274414,False
KRNT220218C00155000,155.0,USD,6.2,0.0,0.0,2,40,2.65,4.3,REGULAR,2022-02-18,2022-01-04 17:08:42,2.442874986572266,False
KRNT220218C00160000,160.0,USD,4.6,0.0,0.0,6,52,2.05,4.7,REGULAR,2022-02-18,2022-01-04 20:15:45,2.5273474316406244,False
KRNT220218C00165000,165.0,USD,3.16,0.0,0.0,1,38,1.4,4.2,REGULAR,2022-02-18,2021-12-21 14:41:51,2.4892615893554684,False
KRNT220218C00170000,170.0,USD,1.95,-3.2499998,-62.5,2,69,1.1,3.4,REGULAR,2022-02-18,2022-01-05 20:06:19,2.436039066162109,False
KRNT220218C00175000,175.0,USD,2.3,0.0,0.0,1,1401,0.9,2.9,REGULAR,2022-02-18,2022-01-04 17:35:49,2.4194375451660153,False
KRNT220218C00180000,180.0,USD,1.43,0.0,0.0,1,12,0.6,3.2,REGULAR,2022-02-18,2022-01-04 19:03:32,2.502933430175781,False
KRNT220218C00185000,185.0,USD,2.06,0.0,0.0,2,3,0.5,2.7,REGULAR,2022-02-18,2021-12-21 16:21:18,2.4819373889160157,False
KRNT220218C00190000,190.0,USD,13.0,0.0,0.0,12,107,0.2,4.6,REGULAR,2022-02-18,2021-11-19 18:13:25,2.815432648925781,False
KRNT220218C00195000,195.0,USD,4.4,0.0,0.0,6,6,0.45,4.4,REGULAR,2022-02-18,2021-11-12 20:39:45,2.8994168139648435,False
KRNT220218C00200000,200.0,USD,8.5,0.0,0.0,5,2,0.3,1.0,REGULAR,2022-02-18,2021-11-19 20:06:52,2.2656293359374997,False
KRNT220218C00210000,210.0,USD,0.1,0.0,0.0,200,210,0.0,4.7,REGULAR,2022-02-18,2021-12-17 15:18:37,3.091310865478515,False
KRNT220218C00240000,240.0,USD,1.2,0.0,0.0,1,1,0.0,4.8,REGULAR,2022-02-18,2021-11-19 16:09:24,3.479981768798828,False
