contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
APTV220218P00075000,75.0,USD,0.18,0.0,0.0,1,0.0,1.7,REGULAR,2022-02-18,2021-12-22 18:38:57,2.2998089379882813,False,
APTV220218P00080000,80.0,USD,0.05,0.0,0.0,14,0.0,0.05,REGULAR,2022-02-18,2022-02-03 15:12:22,1.2500037499999999,False,8.0
APTV220218P00085000,85.0,USD,0.15,0.0,0.0,1,0.05,2.05,REGULAR,2022-02-18,2021-11-03 16:36:42,1.986328193359375,False,
APTV220218P00090000,90.0,USD,0.26,0.0,0.0,0,0.0,0.55,REGULAR,2022-02-18,2021-11-18 15:47:05,1.3759796826171873,False,1.0
APTV220218P00095000,95.0,USD,0.37,0.0,0.0,9,0.0,0.25,REGULAR,2022-02-18,2022-01-31 15:17:53,1.08203583984375,False,8.0
APTV220218P00100000,100.0,USD,0.65,0.0,0.0,3,0.05,0.45,REGULAR,2022-02-18,2022-01-28 15:31:59,1.0644578027343752,False,3.0
APTV220218P00105000,105.0,USD,2.4,0.0,0.0,20,0.3,0.55,REGULAR,2022-02-18,2021-11-10 11:55:40,1.0273486132812502,False,10.0
APTV220218P00110000,110.0,USD,1.05,0.0,0.0,120,0.0,0.4,REGULAR,2022-02-18,2022-01-25 15:39:06,0.7656273437500001,False,105.0
APTV220218P00115000,115.0,USD,0.55,0.0,0.0,111,0.1,0.25,REGULAR,2022-02-18,2022-02-07 16:49:28,0.6259803027343751,False,3.0
APTV220218P00120000,120.0,USD,0.25,-0.3,-54.545456,157,0.0,0.4,REGULAR,2022-02-18,2022-02-09 14:52:10,0.5195360546875,False,10.0
APTV220218P00125000,125.0,USD,1.0,0.0,0.0,431,0.3,0.4,REGULAR,2022-02-18,2022-02-08 18:00:30,0.46680220703125,False,1.0
APTV220218P00130000,130.0,USD,0.7,-1.05,-59.999996,520,0.6,0.75,REGULAR,2022-02-18,2022-02-09 15:38:46,0.4030821411132813,False,2.0
APTV220218P00135000,135.0,USD,1.6,-1.9,-54.285713,172,1.45,1.7,REGULAR,2022-02-18,2022-02-09 17:34:15,0.3657289990234375,False,14.0
APTV220218P00140000,140.0,USD,3.45,-7.1500006,-67.452835,273,3.3,4.0,REGULAR,2022-02-18,2022-02-09 16:23:21,0.3746400427246094,True,1.0
APTV220218P00145000,145.0,USD,12.88,0.0,0.0,90,6.4,7.3,REGULAR,2022-02-18,2022-02-04 19:38:25,0.370123486328125,True,1.0
APTV220218P00150000,150.0,USD,16.6,0.0,0.0,128,10.8,12.0,REGULAR,2022-02-18,2022-02-08 19:45:42,0.46753462158203124,True,16.0
APTV220218P00155000,155.0,USD,23.33,0.0,0.0,2234,15.8,17.1,REGULAR,2022-02-18,2022-02-07 15:47:02,0.6098671826171876,True,20.0
APTV220218P00160000,160.0,USD,22.25,-5.8500004,-20.818508,185,20.8,21.7,REGULAR,2022-02-18,2022-02-09 15:46:28,0.6347692773437501,True,7.0
APTV220218P00165000,165.0,USD,17.3,0.0,0.0,272,24.9,28.4,REGULAR,2022-02-18,2022-01-20 16:03:41,0.719729365234375,True,1.0
APTV220218P00170000,170.0,USD,32.2,0.0,0.0,282,29.6,33.3,REGULAR,2022-02-18,2022-01-27 15:31:14,0.743166630859375,True,5.0
APTV220218P00175000,175.0,USD,9.3,0.0,0.0,295,38.5,41.0,REGULAR,2022-02-18,2022-01-04 15:41:40,1.5048852880859376,True,11.0
APTV220218P00180000,180.0,USD,17.6,0.0,0.0,72,19.6,20.2,REGULAR,2022-02-18,2021-11-24 19:22:22,1.0000000000000003e-05,True,20.0
APTV220218P00185000,185.0,USD,17.6,0.0,0.0,4,23.2,23.8,REGULAR,2022-02-18,2021-11-23 15:26:24,1.0000000000000003e-05,True,
APTV220218P00190000,190.0,USD,42.45,0.0,0.0,1,23.8,26.0,REGULAR,2022-02-18,2021-11-10 11:55:40,1.0000000000000003e-05,True,
APTV220218P00195000,195.0,USD,42.3,0.0,0.0,1,28.8,30.1,REGULAR,2022-02-18,2021-11-10 11:55:40,1.0000000000000003e-05,True,
APTV220218P00220000,220.0,USD,56.7,0.0,0.0,26,51.4,55.2,REGULAR,2022-02-18,2021-11-10 11:55:40,1.0000000000000003e-05,True,
