contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
ADPT220218P00010000,10.0,USD,0.1,0.0,0.0,20,0.0,0.2,REGULAR,2022-02-18,2022-02-02 16:02:37,2.0625048437499998,False,
ADPT220218P00012500,12.5,USD,0.6,0.0,0.0,17,0.0,0.45,REGULAR,2022-02-18,2022-01-28 18:35:24,1.6484392578125,False,1.0
ADPT220218P00015000,15.0,USD,0.8,0.0,0.0,99,0.05,0.9,REGULAR,2022-02-18,2022-02-08 16:10:31,1.2480506347656248,False,3.0
ADPT220218P00017500,17.5,USD,2.2,0.0,0.0,777,1.0,1.85,REGULAR,2022-02-18,2022-02-08 15:40:35,1.1660197949218751,True,2.0
ADPT220218P00020000,20.0,USD,3.5,0.0,0.0,2,2.4,3.5,REGULAR,2022-02-18,2022-02-02 15:23:10,0.9414068359375,True,
ADPT220218P00022500,22.5,USD,5.0,0.0,0.0,1,5.1,5.7,REGULAR,2022-02-18,2022-01-14 14:30:02,1.2968785156249998,True,1.0
ADPT220218P00025000,25.0,USD,6.45,0.0,0.0,5,7.4,8.2,REGULAR,2022-02-18,2022-01-14 16:20:31,1.43359658203125,True,4.0
ADPT220218P00030000,30.0,USD,11.59,0.0,0.0,5,12.2,14.6,REGULAR,2022-02-18,2022-01-20 16:37:00,2.9687525781249997,True,2.0
ADPT220218P00035000,35.0,USD,10.66,0.0,0.0,1,17.1,20.9,REGULAR,2022-02-18,2022-01-05 20:58:11,4.185551643066407,True,2.0
ADPT220218P00040000,40.0,USD,21.67,0.0,0.0,0,21.8,24.8,REGULAR,2022-02-18,2022-01-18 17:46:15,3.7207038232421876,True,
