contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
SBUX220211C00109000,109.0,USD,8.86,0.0,0.0,2,4.3,4.65,REGULAR,2022-02-11,2021-12-30 20:45:51,2.7158235229492185,False,
SBUX220211C00110000,110.0,USD,4.15,-4.28,-50.771057,1,3.8,4.05,REGULAR,2022-02-11,2022-01-05 20:42:46,2.614261276855469,False,42.0
SBUX220211C00111000,111.0,USD,3.65,-3.7199998,-50.474895,2,3.35,3.55,REGULAR,2022-02-11,2022-01-05 20:13:59,2.528812271728515,False,3.0
SBUX220211C00112000,112.0,USD,3.14,-2.8700001,-47.753746,3,2.83,3.05,REGULAR,2022-02-11,2022-01-05 20:04:38,2.4218789453125,False,4.0
SBUX220211C00116000,116.0,USD,1.67,-1.12,-40.14337,12,1.34,1.62,REGULAR,2022-02-11,2022-01-05 19:54:28,2.091801645507812,False,5.0
SBUX220211C00117000,117.0,USD,2.15,-1.0999999,-33.846153,10,1.15,1.62,REGULAR,2022-02-11,2022-01-05 14:46:04,2.1035203662109367,False,1.0
SBUX220211C00118000,118.0,USD,1.4,-0.8000001,-36.363636,13,0.33,2.92,REGULAR,2022-02-11,2022-01-05 19:03:20,2.272953536376953,False,30.0
SBUX220211C00119000,119.0,USD,0.95,-1.2,-55.81395,5,0.81,1.08,REGULAR,2022-02-11,2022-01-05 20:38:51,1.9804688476562502,False,1.0
SBUX220211C00120000,120.0,USD,1.53,0.0,0.0,8,0.69,1.01,REGULAR,2022-02-11,2022-01-04 20:15:51,1.9746095019531251,False,5.0
SBUX220211C00121000,121.0,USD,0.64,-0.72,-52.941177,81,0.59,0.84,REGULAR,2022-02-11,2022-01-05 20:58:49,1.9365237548828125,False,7.0
SBUX220211C00123000,123.0,USD,1.14,0.0,0.0,16,0.4,0.64,REGULAR,2022-02-11,2022-01-03 16:04:23,1.8847662011718749,False,1.0
SBUX220211C00124000,124.0,USD,1.2,0.0,0.0,5,0.33,1.76,REGULAR,2022-02-11,2021-12-30 17:22:58,2.2871136572265627,False,
SBUX220211C00125000,125.0,USD,0.8,0.0,0.0,30,0.26,0.4,REGULAR,2022-02-11,2022-01-04 16:21:56,1.7949229003906249,False,27.0
SBUX220211C00126000,126.0,USD,0.94,0.0,0.0,16,0.23,0.5,REGULAR,2022-02-11,2021-12-31 18:25:15,1.8710943945312501,False,1.0
SBUX220211C00127000,127.0,USD,0.6,0.0,0.0,31,0.21,0.33,REGULAR,2022-02-11,2022-01-03 16:08:35,1.8046884765624998,False,9.0
