contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
FDX220211C00205000,205.0,USD,51.5,0.0,0.0,1.0,1,38.05,40.5,REGULAR,2022-02-11,2022-01-14 20:54:55,1.125004375,True
FDX220211C00217500,217.5,USD,31.9,0.0,0.0,,10,25.75,27.8,REGULAR,2022-02-11,2022-02-02 14:47:06,0.8022480712890624,True
FDX220211C00220000,220.0,USD,29.24,0.0,0.0,,67,22.8,25.6,REGULAR,2022-02-11,2022-02-02 15:27:05,0.7070341796875,True
FDX220211C00230000,230.0,USD,15.75,0.0,0.0,4.0,6,13.25,15.65,REGULAR,2022-02-11,2022-02-04 14:46:46,0.5239305419921875,True
FDX220211C00232500,232.5,USD,17.26,0.0,0.0,2.0,3,10.8,12.45,REGULAR,2022-02-11,2022-02-02 14:47:06,0.5529829858398438,True
FDX220211C00235000,235.0,USD,9.24,-0.90999985,-8.965516,4.0,37,8.4,10.2,REGULAR,2022-02-11,2022-02-08 19:34:50,0.5117236328125,True
FDX220211C00237500,237.5,USD,8.0,0.5,6.666667,3.0,36,6.45,7.05,REGULAR,2022-02-11,2022-02-08 17:34:28,0.32031929687499994,True
FDX220211C00240000,240.0,USD,4.75,-0.3499999,-6.8627434,13.0,49,4.5,5.35,REGULAR,2022-02-11,2022-02-08 19:47:20,0.34717449707031245,True
FDX220211C00242500,242.5,USD,2.65,-0.8299999,-23.850573,134.0,948,2.7,3.05,REGULAR,2022-02-11,2022-02-08 20:58:45,0.2622144091796875,True
FDX220211C00245000,245.0,USD,1.5,-0.41999996,-21.874998,373.0,776,1.45,1.72,REGULAR,2022-02-11,2022-02-08 20:59:04,0.25391371093750004,False
FDX220211C00247500,247.5,USD,0.68,-0.52000004,-43.333332,421.0,508,0.62,0.83,REGULAR,2022-02-11,2022-02-08 20:59:31,0.24585715087890625,False
FDX220211C00250000,250.0,USD,0.27,-0.22999999,-45.999996,678.0,2265,0.25,0.36,REGULAR,2022-02-11,2022-02-08 20:59:16,0.24463645996093752,False
FDX220211C00252500,252.5,USD,0.12,-0.13999999,-53.84615,210.0,520,0.07,0.16,REGULAR,2022-02-11,2022-02-08 20:59:03,0.252937158203125,False
FDX220211C00255000,255.0,USD,0.07,-0.07,-50.0,107.0,570,0.05,0.08,REGULAR,2022-02-11,2022-02-08 20:49:54,0.26856200195312496,False
FDX220211C00257500,257.5,USD,0.03,-0.04,-57.142853,77.0,321,0.02,0.04,REGULAR,2022-02-11,2022-02-08 20:58:57,0.28321029296874994,False
FDX220211C00260000,260.0,USD,0.01,-0.03,-75.0,32.0,407,0.01,0.02,REGULAR,2022-02-11,2022-02-08 20:04:55,0.29688203124999996,False
FDX220211C00262500,262.5,USD,0.02,-0.01,-33.333336,10.0,340,0.0,0.02,REGULAR,2022-02-11,2022-02-08 14:55:36,0.335944140625,False
FDX220211C00265000,265.0,USD,0.02,0.0,0.0,31.0,179,0.0,0.03,REGULAR,2022-02-11,2022-02-08 19:13:00,0.39453730468750003,False
FDX220211C00267500,267.5,USD,0.06,0.0,0.0,4.0,33,0.0,0.03,REGULAR,2022-02-11,2022-02-04 18:54:53,0.42969320312500003,False
FDX220211C00270000,270.0,USD,0.04,0.01,33.333336,1.0,147,0.0,0.03,REGULAR,2022-02-11,2022-02-08 14:39:33,0.4687553125,False
FDX220211C00272500,272.5,USD,0.04,0.03,300.0,6.0,3,0.0,0.03,REGULAR,2022-02-11,2022-02-08 18:40:09,0.5039112109375,False
FDX220211C00275000,275.0,USD,0.05,0.0,0.0,20.0,109,0.0,0.02,REGULAR,2022-02-11,2022-02-03 15:38:33,0.51562984375,False
FDX220211C00280000,280.0,USD,0.03,0.0,0.0,14.0,46,0.0,0.03,REGULAR,2022-02-11,2022-02-04 17:09:22,0.570316796875,False
FDX220211C00285000,285.0,USD,0.03,0.0,0.0,14.0,28,0.0,0.02,REGULAR,2022-02-11,2022-02-04 17:09:28,0.6093789062500001,False
FDX220211C00290000,290.0,USD,0.08,0.0,0.0,31.0,33,0.0,0.03,REGULAR,2022-02-11,2022-02-01 20:05:08,0.6953155468750001,False
FDX220211C00295000,295.0,USD,0.05,0.0,0.0,3.0,7,0.0,0.02,REGULAR,2022-02-11,2022-01-25 19:06:15,0.726565234375,False
FDX220211C00300000,300.0,USD,0.02,0.0,0.0,3.0,6,0.0,0.03,REGULAR,2022-02-11,2022-02-03 20:16:10,0.8125018749999999,False
FDX220211C00305000,305.0,USD,0.01,0.0,0.0,,161,0.0,0.05,REGULAR,2022-02-11,2022-02-02 19:02:25,0.9179695703125,False
FDX220211C00310000,310.0,USD,0.07,0.0,0.0,30.0,20,0.0,0.05,REGULAR,2022-02-11,2022-02-01 19:44:49,0.9765627343750001,False
FDX220211C00315000,315.0,USD,0.03,0.0,0.0,150.0,102,0.0,0.05,REGULAR,2022-02-11,2022-02-01 19:51:15,1.0312548437500002,False
FDX220211C00320000,320.0,USD,0.03,0.0,0.0,20.0,0,0.0,0.05,REGULAR,2022-02-11,2022-02-01 19:50:32,1.09375453125,False
FDX220211C00330000,330.0,USD,0.08,0.0,0.0,,3,0.0,0.05,REGULAR,2022-02-11,2022-01-18 17:29:23,1.203128984375,False
