contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
AXON220218C00110000,110.0,USD,52.2,0.0,0.0,5,36.0,40.6,REGULAR,2022-02-18,2021-12-28 14:30:03,1.3281283593749997,True,
AXON220218C00130000,130.0,USD,24.0,0.0,0.0,1,19.7,21.2,REGULAR,2022-02-18,2022-01-03 17:32:43,1.049321159667969,True,1.0
AXON220218C00140000,140.0,USD,18.08,0.0,0.0,14,12.0,14.6,REGULAR,2022-02-18,2021-12-29 15:18:42,0.9855958471679689,True,1.0
AXON220218C00145000,145.0,USD,12.2,0.0,0.0,7,9.9,11.6,REGULAR,2022-02-18,2022-01-04 15:19:13,1.003667091064453,True,1.0
AXON220218C00150000,150.0,USD,7.4,-1.9999995,-21.276592,21,7.5,7.9,REGULAR,2022-02-18,2022-01-05 20:02:16,0.9267585449218749,False,18.0
AXON220218C00155000,155.0,USD,5.6,-1.0999999,-16.41791,38,5.4,6.5,REGULAR,2022-02-18,2022-01-05 17:43:25,0.9414068359375,False,2.0
AXON220218C00160000,160.0,USD,3.9,-1.0099998,-20.570261,15,3.0,4.7,REGULAR,2022-02-18,2022-01-05 20:28:16,0.8737805590820311,False,41.0
AXON220218C00165000,165.0,USD,2.85,-0.5,-14.925374,224,2.65,3.1,REGULAR,2022-02-18,2022-01-05 20:45:15,0.8928233374023438,False,61.0
AXON220218C00170000,170.0,USD,1.96,-0.77,-28.205126,58,1.85,2.2,REGULAR,2022-02-18,2022-01-05 20:56:53,0.893555751953125,False,105.0
AXON220218C00175000,175.0,USD,2.21,0.0,0.0,30,0.35,1.45,REGULAR,2022-02-18,2022-01-03 16:08:14,0.7905294384765625,False,3.0
AXON220218C00180000,180.0,USD,1.0,-0.5,-33.333336,15,0.85,2.75,REGULAR,2022-02-18,2022-01-05 16:27:41,1.0661667785644533,False,7.0
AXON220218C00185000,185.0,USD,2.75,0.0,0.0,8,0.35,2.5,REGULAR,2022-02-18,2021-12-23 14:32:24,1.0874069067382814,False,1.0
AXON220218C00190000,190.0,USD,1.6,0.0,0.0,93,0.4,0.55,REGULAR,2022-02-18,2021-12-23 20:50:47,0.9160164648437501,False,88.0
AXON220218C00195000,195.0,USD,0.5,0.0,0.0,1,0.0,2.45,REGULAR,2022-02-18,2021-12-29 17:09:20,1.2114297241210936,False,
AXON220218C00200000,200.0,USD,0.55,0.0,0.0,10,0.0,1.0,REGULAR,2022-02-18,2021-12-30 17:24:21,1.0664109179687502,False,1.0
