symbol,language,region,quoteType,quoteSourceName,triggerable,currency,esgPopulated,sourceInterval,exchangeDataDelayedBy,pageViewGrowthWeekly,prevName,nameChangeDate,tradeable,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,marketState,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,displayName,ipoExpectedDate,averageAnalystRating,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,forwardPE,epsCurrentYear,priceEpsCurrentYear,dividendDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice
JHX,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,28.24 - 41.85,-6.049999,-0.1445639,28.24,41.85,0.4,36.53061,0.011357184,0.98,445127008.0,2.969,37.7172,-1.917202,-0.05083097,36.65695,-0.85695267,-0.02337763,15935546368.0,12.057931,NYQ,James Hardie Industries plc,James Hardie Industries plc,finmb_1342650,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.579998,1.6467859,1644421519.0,35.8,35.8151,35.57 - 35.8151,35.57,5292.0,35.22,35.6,35.84,8.0,8.0,NYSE,USD,35.52,42429.0,76540.0,7.5599995,0.26770535,,,,,,,0.64,55.9375,,,1639699200.0,,,,,,,
JJSF,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,134.68 - 181.71,-27.570007,-0.1517253,134.68,181.71,2.416,52.96907,0.015666947,2.91,19088800.0,44.312,151.2408,2.8992004,0.019169433,159.7172,-5.577194,-0.034919184,2942347520.0,3.4785159,NMS,J & J Snack Foods Corp.,J & J Snack Foods Corp.,finmb_281651,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,-0.070007324,-0.045397393,1644421799.0,154.14,155.65,153.81 - 155.65,153.81,21159.0,154.21,153.86,154.33,32.0,10.0,NasdaqGS,USD,155.02,84808.0,115420.0,19.460007,0.1444907,,,,1636992900.0,1650902400.0,1651262400.0,5.15,29.930096,4.42,34.873302,1641859200.0,,,,,,,
JKHY,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,143.61 - 179.98,-5.199997,-0.028892083,143.61,179.98,1.81,40.627613,0.010697399,4.302,74041000.0,18.853,163.9994,10.780594,0.06573556,165.31136,9.468643,0.057277635,12940886016.0,9.270673,NMS,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",finmb_277617,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,5.580002,3.2978735,1644421902.0,174.78,178.34,170.15 - 178.34,170.15,305000.0,169.2,172.79,173.22,8.0,11.0,NasdaqGS,USD,176.04,608040.0,706820.0,31.169998,0.21704616,,,,1636387744.0,1651489140.0,1651838400.0,5.15,33.937862,4.71,37.10828,1640217600.0,,,,,,,
JLL,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,148.56 - 275.77,-16.119995,-0.058454495,148.56,275.77,0.43,17.169212,0.0016987319,15.123,50468400.0,115.766,253.9458,5.704193,0.022462247,234.63396,25.016037,0.106617294,13104119808.0,2.2428865,NYQ,Jones Lang LaSalle Incorporated,Jones Lang LaSalle Incorporated,finmb_363003,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,6.519989,2.5757473,1644421866.0,259.65,262.26,255.06 - 262.26,255.06,41313.0,253.13,260.25,261.34,9.0,11.0,NYSE,USD,256.4,280909.0,243970.0,111.09,0.74777865,,,,1646033400.0,1644219000.0,1644582600.0,18.23,14.243006,17.26,15.043452,1576195200.0,,,,,,,
JMIA,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,6.99 - 69.89,-60.105,-0.8599943,6.99,69.89,,,,-2.003,98592600.0,2.505,10.6788,-0.8937998,-0.083698526,19.5987,-9.8137,-0.5007322,964728576.0,3.9061873,NYQ,Jumia Technologies AG,Jumia Technologies AG,finmb_606126025,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.43499947,4.6524005,1644421938.0,9.785,9.94,9.41 - 9.94,9.41,1580855.0,9.35,9.82,9.83,11.0,14.0,NYSE,USD,9.48,5654243.0,4921380.0,2.795,0.39985695,,,,1637069400.0,1645536600.0,1646055000.0,-2.23,-4.3878922,,,,,,,,,,
JNJ,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,151.47 - 179.92,-8.209991,-0.045631345,151.47,179.92,4.14,25.662832,0.024138534,6.691,2632600064.0,26.694,168.1736,3.5364075,0.021028316,167.3689,4.34111,0.025937377,452043767808.0,6.432532,NYQ,Johnson & Johnson,Johnson & Johnson,finmb_139677,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.2000122,0.116618395,1644421937.0,171.71,172.24,171.25 - 172.24,171.25,999125.0,171.51,171.45,171.43,8.0,8.0,NYSE,USD,172.07,7921614.0,7739940.0,20.240005,0.13362385,,,,1643117400.0,1650285000.0,1650630600.0,10.38,16.542389,9.8,17.52143,1646697600.0,,,,,,,
JNPR,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,23.12 - 36.03,-1.0149994,-0.028170953,23.12,36.03,0.8,77.81111,0.022916071,0.45,325180992.0,13.484,33.7,1.3149986,0.03902073,29.6508,5.3641987,0.18091244,11386212352.0,2.5967813,NYQ,"Juniper Networks, Inc.","Juniper Networks, Inc.",finmb_30439,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.10499954,0.30077213,1644421941.0,35.015,35.3,34.91 - 35.3,34.91,561046.0,34.91,35.15,35.16,12.0,8.0,NYSE,USD,35.08,4252124.0,6485760.0,11.894999,0.51448953,,,,1643317200.0,1650884340.0,1651233600.0,1.96,17.864796,1.72,20.357557,1647907200.0,,,,,,,
JNUG,en-US,US,ETF,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,47.92 - 117.5,-59.82,-0.5091064,47.92,117.5,,,,,,,58.9254,-1.2453995,-0.021135189,73.0818,-15.401802,-0.21074744,,,PCX,Direxion Daily Junior Gold Mine,Direxion Daily Junior Gold Miners Index Bull 2X Shares,finmb_247759518,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.15999985,0.27816385,1644421934.0,57.68,58.39,57.24 - 58.39,57.24,330328.0,57.52,57.95,58.1,10.0,18.0,NYSEArca,,57.94,1008788.0,1099820.0,9.760002,0.20367284,,,,,,,,,,,,-43.54189,-40.17,-40.06721,,,,
JOBS,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,43.19 - 79.0,-31.5,-0.39873418,43.19,79.0,,32.917534,,1.443,67437200.0,189.585,49.387,-1.887001,-0.038208455,64.74805,-17.248047,-0.26638713,3203267072.0,0.25054723,NMS,"51job, Inc.","51job, Inc.",finmb_10642283,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.5699997,3.4182444,1644421939.0,47.5,47.5,46.13 - 47.5,46.13,70584.0,45.93,47.14,47.28,9.0,9.0,NasdaqGS,CNY,46.44,373482.0,520120.0,4.3100014,0.09979165,,,,1639602000.0,1647460800.0,1647892800.0,22.44,2.1167557,,,,,,,,,,
JOBY,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,3.61 - 17.0,-11.9942,-0.70554113,3.61,17.0,,,,-0.385,603894016.0,2.159,6.0436,-1.0378003,-0.1717189,8.83885,-3.8330503,-0.43365937,3022972416.0,2.3185735,NYQ,"Joby Aviation, Inc.","Joby Aviation, Inc.",finmb_551384045,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.35579967,7.6516056,1644421944.0,5.0058,5.085,4.54 - 5.085,4.54,5273454.0,4.65,5.06,5.07,11.0,8.0,NYSE,USD,4.72,3703195.0,6072600.0,1.3957999,0.38664818,,,,1636664400.0,1636664400.0,1636664400.0,-0.62,-8.073871,-0.52,-9.626538,,,,,,,,
JOE,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,39.8 - 57.55,-8.25,-0.14335361,39.8,57.55,0.31,46.685604,0.0064435666,1.056,58882500.0,9.845,49.2386,0.061397552,0.0012469394,46.4109,2.8890991,0.062250443,2902907136.0,5.007618,NYQ,St. Joe Company (The),The St. Joe Company,finmb_188196,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.19,2.4734983,1644421731.0,49.3,49.64,48.75 - 49.64,48.75,54760.0,48.11,49.38,49.54,11.0,14.0,NYSE,USD,48.69,134608.0,158590.0,9.5,0.23869348,,,,1635351000.0,1645527540.0,1646049600.0,0.11,448.18182,,,1639094400.0,,,,,,,
JPM,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,138.22 - 172.96,-15.639999,-0.09042553,138.22,172.96,3.7,9.951294,0.023725554,15.809,2955269888.0,86.355,156.982,0.3380127,0.002153194,159.4225,-2.1024933,-0.013188184,476418473984.0,1.8217822,NYQ,JP Morgan Chase & Co.,JPMorgan Chase & Co.,finmb_658776,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.3700104,0.87849337,1644421932.0,157.32,157.365,155.82 - 157.365,155.82,2146602.0,155.95,156.98,157.02,8.0,10.0,NYSE,USD,156.59,13927982.0,15547820.0,19.100006,0.13818555,,,,1642167000.0,1649766600.0,1650285000.0,11.97,13.142858,14.99,10.494997,1643587200.0,,,,,,,
JWN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,18.95 - 46.45,-22.980001,-0.49472553,18.95,46.45,0.0,378.54837,0.0,0.062,159312992.0,2.254,21.8364,1.6336002,0.07481088,29.99965,-6.5296497,-0.21765754,3739075840.0,10.4126,NYQ,"Nordstrom, Inc.","Nordstrom, Inc.",finmb_32215,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.44999886,1.9548169,1644421934.0,23.47,23.64,23.125 - 23.64,23.125,911096.0,23.02,23.61,23.62,11.0,8.0,NYSE,USD,23.12,6285983.0,4505780.0,4.5199986,0.23852234,,,,1637683504.0,1646045940.0,1646395200.0,2.05,11.44878,1.24,18.927418,1585094400.0,,,,,,,
JXN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,24.03 - 47.76,-4.6849976,-0.09809459,24.03,47.76,,1.5221386,,28.299,93099904.0,108.593,39.7868,3.2882004,0.082645506,34.32802,8.746983,0.25480592,4069049856.0,0.39666462,NYQ,Jackson Financial Inc.,Jackson Financial Inc.,finmb_262396878,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.92499924,2.1945412,1644421918.0,43.075,43.135,41.73 - 43.135,41.73,280870.0,42.15,43.0,43.02,8.0,9.0,NYSE,USD,42.12,1632793.0,847150.0,19.045,0.792551,,,,1636491600.0,1636491600.0,1636491600.0,19.94,2.1602306,22.55,1.9101996,1639008000.0,,,,,,,
K,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,56.61 - 68.6,-6.829998,-0.09956265,56.61,68.6,2.3,16.84024,0.037277147,3.668,341123008.0,10.213,64.2332,-2.4631996,-0.038347766,63.9936,-2.2235985,-0.034747202,21071167488.0,6.048174,NYQ,Kellogg Company,Kellogg Company,finmb_283356,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.069999695,0.11345169,1644421932.0,61.77,61.95,61.47 - 61.95,61.47,415948.0,61.7,61.54,61.57,10.0,9.0,NYSE,USD,61.66,2155516.0,2676040.0,5.16,0.09114997,,,,1636029000.0,1644413400.0,1644845400.0,4.16,14.848558,4.13,14.956416,1639526400.0,,,,,,,
KAI,en-US,US,EQUITY,Delayed Quote,True,USD,False,15.0,0.0,,,,False,129.55 - 240.47,-30.475006,-0.12673101,129.55,240.47,0.99,32.158497,0.0047456976,6.53,11604100.0,46.773,219.432,-9.437012,-0.043006543,201.82115,8.173843,0.04050043,2436802816.0,4.4896626,NYQ,Kadant Inc,Kadant Inc.,finmb_324610,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.3849945,0.6639157,1644418845.0,209.995,210.32,209.98 - 210.32,209.98,1557.0,208.61,210.59,212.62,9.0,12.0,NYSE,USD,209.98,38988.0,35450.0,80.44499,0.6209571,,,,1635870134.0,1651521600.0,1651867200.0,8.89,23.621483,7.53,27.887781,1643846400.0,,,,,,,
KB,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,38.32 - 53.67,-0.19999695,-0.00372642,38.32,53.67,1770.0,5.9371533,33.934048,9.006,389633984.0,120571.39,48.8078,4.662201,0.09552164,47.819,5.651001,0.118174806,20833730560.0,0.0004434717,NYQ,KB Financial Group Inc,KB Financial Group Inc.,finmb_109098769,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.31,2.511503,1644421663.0,53.47,53.59,53.18 - 53.59,53.18,72214.0,52.16,53.32,53.36,8.0,10.0,NYSE,KRW,53.15,194591.0,176920.0,15.150002,0.39535496,,,,,,,5.08,10.525591,,,1523836800.0,,,,,,,
KBH,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,38.05 - 52.48,-11.470001,-0.21855947,38.05,52.48,0.6,7.850306,0.015045135,5.224,87477600.0,32.485,42.692,-1.682003,-0.03939855,42.59345,-1.5834503,-0.037175912,3587456256.0,1.2624288,NYQ,KB Home,KB Home,finmb_283234,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.1299973,2.8334935,1644421948.0,41.01,41.26,40.1 - 41.26,40.1,329679.0,39.88,41.1,41.14,9.0,9.0,NYSE,USD,40.1,1944680.0,1779650.0,2.959999,0.077792354,,,,1642021200.0,1647946740.0,1648468800.0,7.83,5.237548,5.88,6.974489,1645056000.0,,,,,,,
KBR,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,30.27 - 49.99,-4.700001,-0.09401882,30.27,49.99,0.43,,0.00962184,-0.229,140284992.0,10.595,45.6882,-0.398201,-0.008715619,41.6779,3.6121025,0.0866671,6353507328.0,4.2746577,NYQ,"KBR, Inc.","KBR, Inc.",finmb_4161770,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.6000023,1.3425874,1644421865.0,45.29,45.485,45.185 - 45.485,45.185,171192.0,44.69,45.23,45.3,8.0,9.0,NYSE,USD,45.26,1119900.0,1319520.0,15.02,0.49620086,,,,1635400323.0,1645450200.0,1645795800.0,2.5,18.116001,2.37,19.109707,1642118400.0,,,,,,,
KD,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,15.23 - 32.0,-15.6,-0.4875,15.23,32.0,,,,-10.248,224136000.0,24.226,17.4962,-1.096201,-0.06265365,18.293732,-1.8937321,-0.10351808,3675830272.0,0.6769586,NYQ,"Kyndryl Holdings, Inc.","Kyndryl Holdings, Inc.",finmb_691274020,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.35000038,2.180688,1644421954.0,16.4,16.54,16.21 - 16.54,16.21,345049.0,16.05,16.44,16.45,10.0,8.0,NYSE,USD,16.28,2833483.0,1939580.0,1.1700001,0.07682207,,,,,,,-0.81,-20.246914,-1.97,-8.324873,,,,,,,,
KDP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,30.28 - 39.35,-0.68499756,-0.017407816,30.28,39.35,0.675,31.954546,0.01737452,1.21,1417959936.0,17.212,36.713,1.9519997,0.053169165,35.62395,3.04105,0.08536532,54825422848.0,2.246398,NMS,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,finmb_334622,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,-0.18499756,-0.47618422,1644421960.0,38.665,39.13,38.593 - 39.13,38.593,763509.0,38.85,38.61,38.62,12.0,8.0,NasdaqGS,USD,39.09,5815370.0,6934510.0,8.385,0.27691546,,,,1645709400.0,1645623000.0,1646055000.0,1.69,22.878698,1.6,24.165625,1642636800.0,,,,,,,
KEN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,27.5 - 60.13,-1.5281029,-0.02541332,27.5,60.13,1.86,4.6205077,0.031424228,12.683,53879100.0,29.325,49.72636,8.875538,0.17848758,40.630733,17.971165,0.4423047,3157417472.0,1.9983597,NYQ,Kenon Holdings Ltd.,Kenon Holdings Ltd.,finmb_274422203,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,-0.5881,-0.99358004,1644421671.0,58.6019,59.55,58.45 - 59.55,58.45,9689.0,59.19,58.54,58.96,10.0,8.0,NYSE,USD,59.55,29735.0,49060.0,31.101898,1.1309781,,,,1559221200.0,1559221200.0,1559221200.0,-1.32,-44.395374,,,1643241600.0,,,,,,,
KEP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,8.3 - 12.28,-2.9449997,-0.23982082,8.3,12.28,1216.0,,131.45946,-0.7095,1283929984.0,52435.297,8.9726,0.36240005,0.04038964,10.0922,-0.75720024,-0.07502826,12160237568.0,0.00017802893,NYQ,Korea Electric Power Corporatio,Korea Electric Power Corporation,finmb_380884,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.08500004,0.9189193,1644421831.0,9.335,9.35,9.25 - 9.35,9.25,71073.0,9.25,9.33,9.34,8.0,12.0,NYSE,KRW,9.25,192206.0,210830.0,1.0349998,0.12469877,,,,1454083140.0,,,4.64,2.0118535,,,1430438400.0,,,,,,,
KEX,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,47.58 - 70.6,-6.220001,-0.088102005,47.58,70.6,,,,-3.933,60111000.0,47.308,60.7058,3.6741982,0.060524665,59.0154,5.3645973,0.09090165,3869946112.0,1.3608692,NYQ,Kirby Corporation,Kirby Corporation,finmb_283986,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.7799988,1.2264132,1644421890.0,64.38,65.085,64.28 - 65.085,64.28,53232.0,63.6,64.72,64.8,10.0,22.0,NYSE,USD,64.36,447191.0,491740.0,16.799995,0.35308942,,,,1635404400.0,1651042800.0,1651489200.0,2.22,28.999998,0.54,119.22221,,,,,,,,
KEY,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,17.9 - 27.17,-0.25,-0.009201325,17.9,27.17,0.74,10.48695,0.027458256,2.567,931057984.0,16.775,24.3048,2.6152,0.107600145,22.32645,4.5935497,0.20574474,25064081408.0,1.604769,NYQ,KeyCorp,KeyCorp,finmb_329376,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,-0.030000687,-0.1113198,1644421950.0,26.92,26.97,26.76 - 26.97,26.76,1246541.0,26.95,26.87,26.88,13.0,29.0,NYSE,USD,26.9,8066524.0,8426840.0,9.02,0.50391066,,,,1642685400.0,1650285000.0,1650630600.0,2.03,13.261084,2.54,10.598425,1647302400.0,,,,,,,
KEYS,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,129.09 - 209.08,-38.395004,-0.18363786,129.09,209.08,,35.708157,,4.78,183042000.0,20.774,189.173,-18.488007,-0.09773068,170.14986,0.535141,0.0031451157,31242522624.0,8.21628,NYQ,Keysight Technologies Inc.,"Keysight Technologies, Inc.",finmb_247017859,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,2.2649994,1.3448519,1644421956.0,170.685,171.28,169.68 - 171.28,169.68,146910.0,168.42,170.71,170.9,8.0,8.0,NYSE,USD,171.06,1226048.0,1618630.0,41.595,0.32221708,,,,1637597100.0,1645009140.0,1645444800.0,7.48,22.81885,6.89,24.77286,,,,,,,,
KFY,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,54.34 - 84.68,-15.0625,-0.17787553,54.34,84.68,0.44,14.213455,0.006440281,4.898,54414200.0,27.164,72.4886,-2.8711014,-0.039607625,71.478,-1.8604965,-0.02602894,3788180480.0,2.562859,NYQ,Korn Ferry,Korn Ferry,finmb_396922,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.2975006,1.8991519,1644421890.0,69.6175,69.82,68.54 - 69.82,68.54,32430.0,68.32,69.58,69.78,10.0,11.0,NYSE,USD,69.25,368524.0,491410.0,15.2775,0.2811465,,,,1638945900.0,1645450200.0,1645795800.0,5.6,12.431697,5.81,11.982358,1642118400.0,,,,,,,
KGC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,4.9 - 8.34,-2.6350002,-0.31594726,4.9,8.34,0.12,7.140175,0.02116402,0.799,1253400064.0,5.317,5.5854,0.11959982,0.021412937,6.2659,-0.5609002,-0.089516304,7156808192.0,1.0729735,NYQ,Kinross Gold Corporation,Kinross Gold Corporation,finmb_297179,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.034999847,0.61728126,1644421963.0,5.705,5.735,5.66 - 5.735,5.66,3517542.0,5.67,5.68,5.69,451.0,400.0,NYSE,USD,5.71,16972448.0,16068650.0,0.8049998,0.16428567,,,,1636578000.0,1644339600.0,1644876000.0,0.8,7.13125,0.41,13.914634,1639526400.0,,,,,,,
KHC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,32.785 - 44.95,-9.8545,-0.21923247,32.785,44.95,1.6,18.888859,0.04579279,1.858,1224039936.0,40.822,35.6522,-0.55669785,-0.015614685,38.097527,-3.0020256,-0.078798436,42958295040.0,0.8597203,NMS,The Kraft Heinz Company,The Kraft Heinz Company,finmb_278212,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.15550232,0.4450553,1644421970.0,35.0955,35.285,34.97 - 35.285,34.97,1311379.0,34.94,35.0,35.01,8.0,8.0,NasdaqGS,USD,35.07,7771893.0,7690630.0,2.310501,0.070474334,,,,1635332340.0,1644413400.0,1644845400.0,2.64,13.29375,2.78,12.624281,1639699200.0,,,,,,,
KIM,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,17.29 - 25.62,-0.98000145,-0.038251422,17.29,25.62,0.67,12.204061,0.027777778,2.019,616428032.0,16.084,23.8694,0.77059937,0.032283984,22.27185,2.3681488,0.10632923,15188786176.0,1.5319573,NYQ,Kimco Realty Corporation,Kimco Realty Corporation,finmb_320371,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,0.51999855,2.1558812,1644421966.0,24.64,24.755,24.47 - 24.755,24.47,924455.0,24.12,24.72,24.73,18.0,14.0,NYSE,USD,24.42,4115846.0,5378450.0,7.3499985,0.4251011,,,,1644499800.0,1644413400.0,1644845400.0,0.67,36.77612,1.66,14.843373,1648080000.0,,,,,,,
KKR,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,43.68 - 83.9,-14.764999,-0.17598331,43.68,83.9,0.57,7.7358174,0.008586924,8.937,585009024.0,27.125,71.7596,-2.6245956,-0.036574837,65.7277,3.4073029,0.05183968,40444600320.0,2.548756,NYQ,KKR & Co. Inc.,KKR & Co. Inc.,finmb_21401,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,2.755005,4.150354,1644421944.0,69.135,69.26,67.385 - 69.26,67.385,1148437.0,66.38,68.82,68.84,10.0,8.0,NYSE,USD,67.5,2775088.0,3803510.0,25.455002,0.58276105,,,,1635835800.0,1644231540.0,1644580800.0,4.2,16.460716,3.97,17.414358,1638230400.0,,,,,,,
KL,en-US,US,EQUITY,Delayed Quote,True,USD,False,15.0,0.0,,,,False,31.721 - 46.98,-8.060001,-0.1715624,31.721,46.98,0.75,11.698226,0.01922584,3.327,263696992.0,20.228,39.6814,-0.76140213,-0.019187884,41.1328,-2.212803,-0.053796552,10263086080.0,1.9240655,NYQ,Kirkland Lake Gold Ltd.,Kirkland Lake Gold Ltd.,finmb_876533,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,-0.0900002,-0.23071,1644354002.0,38.92,39.52,38.38 - 39.52,38.38,2269775.0,39.01,0.0,0.0,11.0,18.0,NYSE,USD,38.98,1545112.0,1820230.0,7.1989975,0.22694737,,,,1635966675.0,1645623000.0,1646055000.0,,,,,1642118400.0,,,,,,,
KLAC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,273.24 - 457.12,-61.98999,-0.13560988,273.24,457.12,3.75,22.427631,0.009734697,17.618,151622000.0,25.443,405.7416,-10.611603,-0.026153598,354.4041,40.72589,0.11491371,59910402048.0,15.530008,NMS,KLA Corporation,KLA Corporation,finmb_282225,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,9.910004,2.572557,1644421976.0,395.13,395.78,390.16 - 395.78,390.16,252645.0,385.22,394.52,394.9,8.0,8.0,NasdaqGS,USD,393.53,1402575.0,1852340.0,121.890015,0.4460914,,,,1635350711.0,1651089600.0,1651521600.0,21.24,18.603107,21.09,18.73542,1646092800.0,,,,,,,
KLIC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,42.28 - 75.29,-22.04,-0.29273477,42.28,75.29,0.56,9.212803,0.010905551,5.78,62421100.0,17.685,57.5766,-4.326599,-0.075145096,57.849,-4.598999,-0.079500064,3323923456.0,3.0110264,NMS,"Kulicke and Soffa Industries, I","Kulicke and Soffa Industries, Inc.",finmb_283588,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.9000015,3.7001007,1644421974.0,53.25,53.32,52.25 - 53.32,52.25,271397.0,51.35,53.26,53.29,8.0,8.0,NasdaqGS,USD,52.4,1163072.0,1061990.0,10.970001,0.25946078,,,,1637181003.0,1643749200.0,1644267600.0,5.35,9.953271,5.79,9.196891,1641772800.0,,,,,,,
KMB,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,125.27 - 145.79,-13.360001,-0.09163867,125.27,145.79,4.49,22.51445,0.033701118,5.882,336716992.0,1.408,138.9714,-6.5414124,-0.047070205,135.1299,-2.6999054,-0.019980075,44591427584.0,94.05539,NYQ,Kimberly-Clark Corporation,Kimberly-Clark Corporation,finmb_283857,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,-0.80000305,-0.6004677,1644421931.0,132.43,134.06,132.04 - 134.06,132.04,414572.0,133.23,132.17,132.34,10.0,10.0,NYSE,USD,133.79,1823988.0,2499060.0,7.159996,0.05715651,,,,1635168600.0,1650547800.0,1650893400.0,6.75,19.619259,6.16,21.498377,1649030400.0,,,,,,,
