contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
ARQQ220211P00012000,12.0,USD,0.05,0.0,0.0,20.0,30,0.0,0.9,REGULAR,2022-02-11,2022-02-07 18:12:28,3.1367209082031247,False
ARQQ220211P00012500,12.5,USD,0.1,0.0,0.0,15.0,15,0.0,0.9,REGULAR,2022-02-11,2022-02-04 20:52:43,2.777346806640625,False
ARQQ220211P00013000,13.0,USD,0.17,0.0,0.0,2.0,162,0.0,0.65,REGULAR,2022-02-11,2022-02-08 17:42:52,2.0937547656249995,False
ARQQ220211P00013500,13.5,USD,0.3,0.0,0.0,,1,0.0,0.95,REGULAR,2022-02-11,2022-02-02 14:33:07,2.1250046874999997,False
ARQQ220211P00014000,14.0,USD,0.86,0.0,0.0,7.0,100,0.05,0.6,REGULAR,2022-02-11,2022-02-04 17:08:19,1.4296903515625,False
ARQQ220211P00014500,14.5,USD,0.9,0.0,0.0,1.0,22,0.15,1.25,REGULAR,2022-02-11,2022-02-07 15:59:56,1.8203133984375,False
ARQQ220211P00015000,15.0,USD,0.65,-0.33000004,-33.673473,1.0,367,0.4,0.65,REGULAR,2022-02-11,2022-02-09 16:21:47,1.05859845703125,False
ARQQ220211P00015500,15.5,USD,0.85,-1.02,-54.545456,1.0,1,0.7,1.85,REGULAR,2022-02-11,2022-02-09 14:42:20,1.9296878515625,True
ARQQ220211P00016000,16.0,USD,1.21,-0.8399999,-40.975605,208.0,38,1.0,1.6,REGULAR,2022-02-11,2022-02-09 17:40:24,1.37109689453125,True
ARQQ220211P00016500,16.5,USD,3.0,0.0,0.0,1.0,32,1.25,2.95,REGULAR,2022-02-11,2022-02-07 16:34:42,2.2500043749999996,True
ARQQ220211P00017000,17.0,USD,2.35,-0.71000004,-23.202616,451.0,2,1.7,2.4,REGULAR,2022-02-11,2022-02-09 17:40:37,1.2968785156249998,True
ARQQ220211P00018000,18.0,USD,4.1,0.0,0.0,3.0,4,2.6,3.5,REGULAR,2022-02-11,2022-02-07 20:44:23,1.6796891015625,True
ARQQ220211P00019000,19.0,USD,4.9,0.0,0.0,3.0,50,3.6,5.1,REGULAR,2022-02-11,2022-02-07 16:34:40,2.86719033203125,True
ARQQ220211P00020000,20.0,USD,5.7,0.0,0.0,3.0,8,4.6,5.5,REGULAR,2022-02-11,2022-02-08 17:14:49,2.3203166992187496,True
ARQQ220211P00022500,22.5,USD,7.6,0.0,0.0,,10,7.0,8.8,REGULAR,2022-02-11,2022-01-18 05:03:23,4.136723579101563,True
ARQQ220211P00028500,28.5,USD,14.6,0.0,0.0,,1,13.1,14.8,REGULAR,2022-02-11,2022-01-10 18:30:08,5.70312787109375,True
