contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
WING220218C00100000,100.0,USD,55.0,0.0,0.0,1,46.5,51.0,REGULAR,2022-02-18,2022-02-01 14:31:48,1.173832255859375,True,
WING220218C00110000,110.0,USD,39.6,0.0,0.0,8,36.5,41.4,REGULAR,2022-02-18,2022-01-18 17:55:02,1.0190478735351562,True,
WING220218C00140000,140.0,USD,11.5,0.0,0.0,11,11.5,13.6,REGULAR,2022-02-18,2022-01-27 18:48:54,0.729494892578125,True,2.0
WING220218C00145000,145.0,USD,9.8,-2.6999998,-21.599998,18,8.4,10.3,REGULAR,2022-02-18,2022-02-07 19:52:25,0.7082548706054688,True,5.0
WING220218C00150000,150.0,USD,11.15,0.0,0.0,46,5.5,7.7,REGULAR,2022-02-18,2022-02-02 17:55:50,0.6821320849609377,False,2.0
WING220218C00155000,155.0,USD,4.42,-0.17999983,-3.9130397,24,3.3,5.4,REGULAR,2022-02-18,2022-02-07 15:41:21,0.6529575720214844,False,1.0
WING220218C00160000,160.0,USD,3.32,-0.3800001,-10.270273,53,1.95,3.5,REGULAR,2022-02-18,2022-02-03 18:24:35,0.6326941027832031,False,1.0
WING220218C00165000,165.0,USD,1.6,-0.8000001,-33.333336,86,0.9,2.0,REGULAR,2022-02-18,2022-02-07 19:15:59,0.5939982006835938,False,2.0
WING220218C00170000,170.0,USD,1.2,0.0,0.0,45,0.1,1.8,REGULAR,2022-02-18,2022-02-04 20:57:40,0.6132851171875001,False,1.0
WING220218C00175000,175.0,USD,1.1,0.0,0.0,55,0.3,4.5,REGULAR,2022-02-18,2022-02-01 15:37:14,0.9353033813476561,False,1.0
WING220218C00180000,180.0,USD,1.35,0.0,0.0,6,0.0,1.5,REGULAR,2022-02-18,2022-01-26 19:01:47,0.7426783544921874,False,2.0
WING220218C00185000,185.0,USD,0.5,0.0,0.0,22,0.0,4.8,REGULAR,2022-02-18,2022-02-01 20:42:06,1.1240278173828124,False,10.0
WING220218C00190000,190.0,USD,0.55,0.0,0.0,42,0.0,4.8,REGULAR,2022-02-18,2022-01-24 18:14:13,1.2109414453124998,False,50.0
WING220218C00195000,195.0,USD,1.8,0.0,0.0,2,0.0,4.8,REGULAR,2022-02-18,2022-01-07 18:27:53,1.2934605639648438,False,4.0
WING220218C00200000,200.0,USD,0.18,0.0,0.0,21,0.0,4.8,REGULAR,2022-02-18,2022-01-26 15:25:54,1.3723175915527341,False,10.0
WING220218C00210000,210.0,USD,0.1,0.0,0.0,109,0.0,0.1,REGULAR,2022-02-18,2022-01-21 18:30:15,0.7656273437500001,False,96.0
WING220218C00240000,240.0,USD,0.38,0.0,0.0,1,0.0,4.8,REGULAR,2022-02-18,2021-12-30 20:09:46,1.902832517089844,False,
