contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
TDOC220211C00080000,80.0,USD,9.3,-4.2,-31.111109,2,1,8.9,9.3,REGULAR,2022-02-11,2022-01-05 20:42:53,5.0429724462890615,False
TDOC220211C00086000,86.0,USD,8.75,-4.3500004,-33.20611,5,5,5.65,6.3,REGULAR,2022-02-11,2022-01-05 15:17:32,4.435063049926757,False
TDOC220211C00092000,92.0,USD,7.1,0.0,0.0,20,11,3.55,4.6,REGULAR,2022-02-11,2022-01-03 15:24:19,4.15332512084961,False
TDOC220211C00093000,93.0,USD,5.0,0.0,0.0,2,4,3.3,3.6,REGULAR,2022-02-11,2022-01-04 17:35:56,3.941406396484375,False
TDOC220211C00095000,95.0,USD,2.94,-3.56,-54.76923,3,8,2.16,3.15,REGULAR,2022-02-11,2022-01-05 20:52:40,3.697266381835938,False
TDOC220211C00097000,97.0,USD,5.5,0.0,0.0,12,10,1.93,3.9,REGULAR,2022-02-11,2022-01-03 17:46:32,3.97656255859375,False
TDOC220211C00100000,100.0,USD,2.82,-0.43000007,-13.230771,7,3,1.66,2.3,REGULAR,2022-02-11,2022-01-05 17:57:59,3.663086779785157,False
TDOC220211C00102000,102.0,USD,4.2,0.0,0.0,1,1,1.35,2.39,REGULAR,2022-02-11,2021-12-31 20:54:57,3.7216803833007814,False
TDOC220211C00110000,110.0,USD,2.2,0.0,0.0,19,18,0.74,1.17,REGULAR,2022-02-11,2022-01-03 20:51:37,3.501954370117187,False
TDOC220211C00130000,130.0,USD,0.54,-0.07999998,-12.903222,4,146,0.27,0.47,REGULAR,2022-02-11,2022-01-05 14:55:23,3.6484383789062504,False
TDOC220211C00135000,135.0,USD,0.5,0.0,0.0,192,192,0.08,0.34,REGULAR,2022-02-11,2022-01-03 19:11:21,3.49218876953125,False
