contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
BB220211P00005500,5.5,USD,0.09,0.0,0.0,1,11,0.0,0.12,REGULAR,2022-02-11,2022-01-03 15:59:23,2.56250359375,False
BB220211P00008000,8.0,USD,0.35,0.09,34.615387,33,15,0.21,0.4,REGULAR,2022-02-11,2022-01-05 19:58:54,1.0000000000000003e-05,True
BB220211P00008500,8.5,USD,0.56,0.16,39.999996,5,149,0.42,0.64,REGULAR,2022-02-11,2022-01-05 20:18:12,1.0000000000000003e-05,True
BB220211P00009000,9.0,USD,0.85,0.24000001,39.34426,12,101,0.68,0.99,REGULAR,2022-02-11,2022-01-05 19:58:53,1.0000000000000003e-05,True
BB220211P00009500,9.5,USD,1.04,0.21999997,26.829264,3,23,1.12,1.24,REGULAR,2022-02-11,2022-01-05 19:34:58,1.0000000000000003e-05,True
BB220211P00010500,10.5,USD,1.46,0.0,0.0,3,3,1.73,2.2,REGULAR,2022-02-11,2021-12-31 14:42:57,1.0000000000000003e-05,True
BB220211P00011500,11.5,USD,2.42,0.0,0.0,1,2,2.68,2.95,REGULAR,2022-02-11,2021-12-31 20:46:48,1.0000000000000003e-05,True
