contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
XLNX220211P00120000,120.0,USD,0.05,0.0,0.0,4,0.0,1.45,REGULAR,2022-02-11,2022-02-01 17:00:06,2.6767611206054687,False,
XLNX220211P00125000,125.0,USD,0.01,-0.04,-79.99999,5,0.0,0.05,REGULAR,2022-02-11,2022-02-07 19:08:31,1.5937520312499998,False,21.0
XLNX220211P00130000,130.0,USD,0.75,0.0,0.0,8,0.0,0.4,REGULAR,2022-02-11,2022-01-28 15:57:49,1.8984380078125,False,5.0
XLNX220211P00135000,135.0,USD,0.25,0.0,0.0,1,0.0,1.4,REGULAR,2022-02-11,2022-02-01 20:14:29,2.1689498901367186,False,1.0
XLNX220211P00140000,140.0,USD,0.1,0.0,0.0,1,0.0,1.24,REGULAR,2022-02-11,2022-02-04 18:56:21,1.970703271484375,False,1.0
XLNX220211P00145000,145.0,USD,0.05,-0.029999997,-37.499996,47,0.0,0.05,REGULAR,2022-02-11,2022-02-07 16:17:29,1.171879140625,False,6.0
XLNX220211P00150000,150.0,USD,0.05,-0.15,-75.0,57,0.01,0.05,REGULAR,2022-02-11,2022-02-07 19:54:45,1.09375453125,False,171.0
XLNX220211P00152500,152.5,USD,0.1,-0.1,-50.0,1,0.0,1.29,REGULAR,2022-02-11,2022-02-07 18:00:58,1.6259784326171873,False,10.0
XLNX220211P00155000,155.0,USD,0.06,-0.16,-72.72727,228,0.06,0.15,REGULAR,2022-02-11,2022-02-07 20:45:49,1.158207333984375,False,295.0
XLNX220211P00160000,160.0,USD,0.1,-0.10999999,-52.38095,1799,0.08,0.24,REGULAR,2022-02-11,2022-02-07 16:19:51,1.115238798828125,False,22.0
XLNX220211P00162500,162.5,USD,0.85,0.0,0.0,21,0.04,0.56,REGULAR,2022-02-11,2022-02-01 14:43:22,1.171879140625,False,20.0
XLNX220211P00165000,165.0,USD,0.15,-0.25,-62.5,422,0.15,0.2,REGULAR,2022-02-11,2022-02-07 20:26:11,1.01953615234375,False,170.0
XLNX220211P00167500,167.5,USD,0.15,-0.35,-70.0,1,0.09,0.29,REGULAR,2022-02-11,2022-02-07 16:35:19,0.9765627343750001,False,14.0
XLNX220211P00170000,170.0,USD,0.19,-0.16,-45.714287,142,0.2,0.28,REGULAR,2022-02-11,2022-02-07 20:30:57,0.9580082324218748,False,33.0
XLNX220211P00172500,172.5,USD,3.14,0.0,0.0,66,0.21,0.35,REGULAR,2022-02-11,2022-01-31 17:31:53,0.9267585449218749,False,22.0
XLNX220211P00175000,175.0,USD,0.43,-0.049999982,-10.416663,527,0.21,0.4,REGULAR,2022-02-11,2022-02-07 15:57:20,0.8828136718749999,False,226.0
XLNX220211P00177500,177.5,USD,0.23,-0.57,-71.25,5,0.15,0.31,REGULAR,2022-02-11,2022-02-07 16:42:04,0.7851583984375,False,402.0
XLNX220211P00180000,180.0,USD,0.3,-0.78000003,-72.22222,49,0.19,0.4,REGULAR,2022-02-11,2022-02-07 19:59:29,0.76367423828125,False,24.0
XLNX220211P00182500,182.5,USD,1.2,0.0,0.0,44,0.06,0.63,REGULAR,2022-02-11,2022-02-04 18:33:00,0.7299831689453125,False,10.0
XLNX220211P00185000,185.0,USD,0.51,-0.53999996,-51.42857,88,0.18,0.85,REGULAR,2022-02-11,2022-02-07 20:55:16,0.7334011035156249,False,1.0
XLNX220211P00187500,187.5,USD,1.57,0.0,0.0,29,0.08,2.54,REGULAR,2022-02-11,2022-02-04 18:22:15,0.8652357226562499,False,1.0
XLNX220211P00190000,190.0,USD,0.6,-0.78,-56.521736,65,0.06,2.01,REGULAR,2022-02-11,2022-02-07 16:08:16,0.737307314453125,False,4.0
XLNX220211P00192500,192.5,USD,1.84,0.0,0.0,17,0.26,2.12,REGULAR,2022-02-11,2022-02-04 20:53:29,0.6982452050781252,False,22.0
XLNX220211P00195000,195.0,USD,1.24,-0.59000003,-32.24044,42,0.9,1.51,REGULAR,2022-02-11,2022-02-07 20:53:12,0.6289099609375001,False,28.0
XLNX220211P00197500,197.5,USD,1.38,-1.14,-45.238094,55,1.27,1.75,REGULAR,2022-02-11,2022-02-07 20:53:12,0.6042520043945314,False,15.0
XLNX220211P00200000,200.0,USD,1.61,-1.43,-47.039474,127,0.85,2.25,REGULAR,2022-02-11,2022-02-07 20:37:43,0.5317429638671876,False,51.0
XLNX220211P00202500,202.5,USD,2.5,-1.05,-29.577463,2,0.25,3.55,REGULAR,2022-02-11,2022-02-07 17:11:34,0.6940948559570312,False,5.0
XLNX220211P00205000,205.0,USD,2.4,-2.38,-49.7908,18,2.92,3.9,REGULAR,2022-02-11,2022-02-07 20:24:36,0.5786174951171875,False,28.0
XLNX220211P00207500,207.5,USD,3.26,-2.24,-40.727272,2,1.7,5.0,REGULAR,2022-02-11,2022-02-07 19:12:19,0.6387975573730469,False,1.0
XLNX220211P00210000,210.0,USD,4.0,-2.8000002,-41.17647,18,4.0,8.0,REGULAR,2022-02-11,2022-02-07 19:08:55,0.6184120190429689,False,7.0
XLNX220211P00212500,212.5,USD,5.1,-3.2000003,-38.55422,5,4.0,8.4,REGULAR,2022-02-11,2022-02-07 20:27:50,0.7251004052734374,True,67.0
XLNX220211P00215000,215.0,USD,6.85,-5.94,-46.44253,11,6.0,9.3,REGULAR,2022-02-11,2022-02-07 20:32:11,0.6632113757324221,True,24.0
XLNX220211P00217500,217.5,USD,6.81,-6.48,-48.758465,10,8.25,11.05,REGULAR,2022-02-11,2022-02-07 19:43:04,0.51562984375,True,2.0
XLNX220211P00220000,220.0,USD,11.0,-2.1000004,-16.030537,14,10.15,13.45,REGULAR,2022-02-11,2022-02-07 16:19:40,0.5495650512695314,True,3.0
XLNX220211P00225000,225.0,USD,33.77,0.0,0.0,17,13.3,17.75,REGULAR,2022-02-11,2022-01-31 20:54:43,0.8151873950195312,True,1.0
XLNX220211P00260000,260.0,USD,83.5,0.0,0.0,1,47.5,52.0,REGULAR,2022-02-11,2022-01-26 14:37:36,1.4794947900390625,True,
