contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
FLT220218C00160000,160.0,USD,62.0,0.0,0.0,0,0.0,0.0,REGULAR,2022-02-18,2021-12-13 05:12:39,1.0000000000000003e-05,True,
FLT220218C00170000,170.0,USD,53.7,0.0,0.0,4,49.7,58.2,REGULAR,2022-02-18,2021-12-27 20:35:03,1.0000000000000003e-05,True,
FLT220218C00185000,185.0,USD,27.8,0.0,0.0,2,39.6,44.5,REGULAR,2022-02-18,2021-12-02 17:06:38,1.0000000000000003e-05,True,
FLT220218C00190000,190.0,USD,35.28,0.0,0.0,50,30.6,38.6,REGULAR,2022-02-18,2021-12-27 19:35:39,1.0000000000000003e-05,True,
FLT220218C00195000,195.0,USD,64.7,0.0,0.0,4,29.0,36.1,REGULAR,2022-02-18,2021-11-10 11:58:58,1.0000000000000003e-05,True,
FLT220218C00200000,200.0,USD,69.3,0.0,0.0,0,24.2,32.1,REGULAR,2022-02-18,2021-11-10 11:58:58,1.0000000000000003e-05,True,
FLT220218C00210000,210.0,USD,14.3,0.0,0.0,9,18.8,22.3,REGULAR,2022-02-18,2021-12-03 20:35:40,1.0000000000000003e-05,True,7.0
FLT220218C00220000,220.0,USD,19.0,-1.4899998,-7.271839,31,17.3,20.0,REGULAR,2022-02-18,2022-02-08 20:42:49,0.5329636547851562,True,1.0
FLT220218C00230000,230.0,USD,11.4,-0.020000458,-0.17513536,815,7.7,12.4,REGULAR,2022-02-18,2022-02-08 16:04:23,0.5794719787597657,True,501.0
FLT220218C00240000,240.0,USD,6.3,0.3000002,5.000003,160,5.3,7.2,REGULAR,2022-02-18,2022-02-08 20:57:43,0.5074512145996093,False,107.0
FLT220218C00250000,250.0,USD,2.76,0.26,10.4,766,1.9,3.1,REGULAR,2022-02-18,2022-02-08 20:59:42,0.5111132873535156,False,608.0
FLT220218C00260000,260.0,USD,1.0,-0.29999995,-23.07692,38,0.15,1.55,REGULAR,2022-02-18,2022-02-08 19:39:22,0.5334519311523438,False,1.0
FLT220218C00270000,270.0,USD,0.5,0.0,0.0,41,0.0,2.3,REGULAR,2022-02-18,2022-02-04 20:43:50,0.6159706372070313,False,6.0
FLT220218C00280000,280.0,USD,0.3,-0.119999975,-28.571424,15,0.0,0.8,REGULAR,2022-02-18,2022-02-08 18:06:47,0.5854533642578125,False,1.0
FLT220218C00290000,290.0,USD,0.4,0.0,0.0,23,0.0,4.7,REGULAR,2022-02-18,2022-02-07 19:31:41,1.0131885278320314,False,1.0
FLT220218C00300000,300.0,USD,0.1,-7.08,-98.60724,15,0.0,1.2,REGULAR,2022-02-18,2022-02-08 20:54:07,0.8281267187499999,False,1.0
FLT220218C00310000,310.0,USD,5.24,0.0,0.0,8,2.4,4.8,REGULAR,2022-02-18,2021-11-10 11:58:58,1.3876983740234374,False,7.0
FLT220218C00320000,320.0,USD,2.89,0.0,0.0,20,2.1,4.8,REGULAR,2022-02-18,2021-11-10 11:58:58,1.4770533959960939,False,
FLT220218C00330000,330.0,USD,2.8,0.0,0.0,44,0.9,4.8,REGULAR,2022-02-18,2021-11-10 11:58:58,1.5004907788085937,False,24.0
FLT220218C00340000,340.0,USD,0.65,0.0,0.0,61,0.25,4.8,REGULAR,2022-02-18,2021-11-10 11:58:58,1.5473655444335934,False,3.0
