contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
NBIX220218C00050000,50.0,USD,45.5,0.0,0.0,1,29.6,32.9,REGULAR,2022-02-18,2021-11-10 11:54:12,2.3418010205078117,True,
NBIX220218C00055000,55.0,USD,41.3,0.0,0.0,1,25.2,28.2,REGULAR,2022-02-18,2021-11-10 11:54:12,2.155278049316406,True,1.0
NBIX220218C00060000,60.0,USD,16.0,0.0,0.0,1,18.7,21.2,REGULAR,2022-02-18,2022-01-28 18:02:06,0.7500025,True,1.0
NBIX220218C00070000,70.0,USD,7.6,0.0,0.0,8,9.8,12.6,REGULAR,2022-02-18,2022-01-28 15:49:34,0.9418951123046875,True,1.0
NBIX220218C00075000,75.0,USD,6.5,-1.5,-18.75,76,6.6,8.2,REGULAR,2022-02-18,2022-02-08 16:11:53,0.88476677734375,True,2.0
NBIX220218C00080000,80.0,USD,4.35,-0.75,-14.705883,770,3.9,4.7,REGULAR,2022-02-18,2022-02-07 20:23:00,0.8225115405273438,False,1.0
NBIX220218C00085000,85.0,USD,2.55,-0.43000007,-14.429532,1516,2.2,3.0,REGULAR,2022-02-18,2022-02-08 20:52:13,0.866212275390625,False,8.0
NBIX220218C00090000,90.0,USD,1.45,-0.3499999,-19.44444,332,0.45,3.8,REGULAR,2022-02-18,2022-02-08 14:30:03,1.0419969775390627,False,1.0
NBIX220218C00095000,95.0,USD,1.01,0.110000014,12.222224,1575,0.65,1.2,REGULAR,2022-02-18,2022-02-08 20:36:08,0.945313046875,False,11.0
NBIX220218C00100000,100.0,USD,0.7,0.0,0.0,1541,0.4,0.9,REGULAR,2022-02-18,2022-02-07 16:55:53,1.021489267578125,False,25.0
NBIX220218C00105000,105.0,USD,0.53,0.0,0.0,476,0.2,1.2,REGULAR,2022-02-18,2022-02-07 20:34:30,1.1982461962890625,False,11.0
NBIX220218C00110000,110.0,USD,0.32,0.0,0.0,110,0.0,1.5,REGULAR,2022-02-18,2022-01-28 20:10:06,1.365237548828125,False,1.0
NBIX220218C00115000,115.0,USD,0.38,0.0,0.0,38,0.0,4.8,REGULAR,2022-02-18,2021-12-13 14:40:55,2.068364204101562,False,2.0
NBIX220218C00120000,120.0,USD,0.3,0.0,0.0,87,0.0,0.75,REGULAR,2022-02-18,2022-01-28 14:49:54,1.41015919921875,False,4.0
NBIX220218C00125000,125.0,USD,0.5,0.0,0.0,5,0.0,2.4,REGULAR,2022-02-18,2021-12-16 18:57:21,1.9462893310546878,False,5.0
NBIX220218C00130000,130.0,USD,0.7,0.0,0.0,20,0.0,0.65,REGULAR,2022-02-18,2021-11-15 16:11:54,1.5800802246093748,False,1.0
NBIX220218C00135000,135.0,USD,1.63,0.0,0.0,120,0.35,4.8,REGULAR,2022-02-18,2021-11-10 11:54:12,2.6606478796386726,False,1.0
NBIX220218C00140000,140.0,USD,1.68,0.0,0.0,11,0.8,4.8,REGULAR,2022-02-18,2021-11-10 11:54:12,2.8457060107421874,False,
