contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
GD220211C00202500,202.5,USD,8.14,0.0,0.0,2,11.1,13.1,REGULAR,2022-02-11,2022-01-26 17:38:18,0.6635775830078127,True,
GD220211C00205000,205.0,USD,8.8,0.0,0.0,5,9.1,10.6,REGULAR,2022-02-11,2022-02-07 14:41:57,0.569340244140625,True,1.0
GD220211C00207500,207.5,USD,4.2,0.0,0.0,2,6.9,8.1,REGULAR,2022-02-11,2022-01-25 18:52:11,0.471684970703125,True,
GD220211C00210000,210.0,USD,4.4,0.70000005,18.918919,24,4.7,5.8,REGULAR,2022-02-11,2022-02-08 16:39:44,0.3996642065429688,True,5.0
GD220211C00212500,212.5,USD,3.26,0.76,30.4,37,2.95,3.5,REGULAR,2022-02-11,2022-02-08 20:51:02,0.3100654931640625,True,10.0
GD220211C00215000,215.0,USD,1.75,0.70000005,66.66667,194,1.4,1.85,REGULAR,2022-02-11,2022-02-08 20:56:16,0.27149166015625,False,46.0
GD220211C00217500,217.5,USD,0.6,0.20000002,50.000008,68,0.5,1.0,REGULAR,2022-02-11,2022-02-08 20:54:40,0.28076891113281244,False,21.0
GD220211C00220000,220.0,USD,0.15,-0.049999997,-24.999998,141,0.1,0.3,REGULAR,2022-02-11,2022-02-08 16:11:49,0.24463645996093752,False,1.0
GD220211C00222500,222.5,USD,0.1,0.0,0.0,4,0.0,0.7,REGULAR,2022-02-11,2022-02-07 14:44:45,0.41211525390625,False,1.0
GD220211C00225000,225.0,USD,0.05,0.0,0.0,2,0.0,0.15,REGULAR,2022-02-11,2022-02-07 18:48:30,0.32910827148437494,False,1.0
GD220211C00230000,230.0,USD,0.03,0.0,0.0,1,0.0,0.1,REGULAR,2022-02-11,2022-01-31 18:21:22,0.41309180664062495,False,
