contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
MVIS220211C00001000,1.0,USD,2.4,0.07000017,3.0042994,1.0,3,2.27,2.96,REGULAR,2022-02-11,2022-02-08 15:28:05,11.6875026953125,True
MVIS220211C00001500,1.5,USD,1.83,0.0,0.0,,0,1.7,2.39,REGULAR,2022-02-11,2022-01-31 18:36:09,6.187502265625,True
MVIS220211C00002000,2.0,USD,1.1,0.0,0.0,4.0,7,1.16,1.97,REGULAR,2022-02-11,2022-02-04 15:02:04,4.875003906249999,True
MVIS220211C00002500,2.5,USD,1.01,0.15999997,18.823524,67.0,94,0.88,1.12,REGULAR,2022-02-11,2022-02-08 20:58:57,4.1562548046875,True
MVIS220211C00003000,3.0,USD,0.56,0.22,64.70588,316.0,540,0.49,0.6,REGULAR,2022-02-11,2022-02-08 20:42:21,1.625001875,True
MVIS220211C00003500,3.5,USD,0.23,0.14,155.55554,5887.0,1985,0.2,0.25,REGULAR,2022-02-11,2022-02-08 20:59:07,1.734376328125,True
MVIS220211C00004000,4.0,USD,0.09,0.07000001,350.00006,6469.0,1274,0.08,0.09,REGULAR,2022-02-11,2022-02-08 20:59:39,1.9218753906250001,False
MVIS220211C00004500,4.5,USD,0.03,0.01,50.0,823.0,552,0.03,0.04,REGULAR,2022-02-11,2022-02-08 20:55:29,2.1250046874999997,False
MVIS220211C00005000,5.0,USD,0.02,0.01,100.0,175.0,433,0.02,0.04,REGULAR,2022-02-11,2022-02-08 20:36:10,2.6250034375,False
MVIS220211C00005500,5.5,USD,0.01,-0.01,-50.0,32.0,118,0.0,0.02,REGULAR,2022-02-11,2022-02-08 20:25:01,2.56250359375,False
MVIS220211C00006000,6.0,USD,0.01,0.0,0.0,2.0,71,0.0,0.03,REGULAR,2022-02-11,2022-02-08 20:35:56,3.1250021875,False
MVIS220211C00006500,6.5,USD,0.01,0.0,0.0,5.0,70,0.0,0.02,REGULAR,2022-02-11,2022-01-31 18:57:53,3.2500018749999997,False
MVIS220211C00007000,7.0,USD,0.02,0.0,0.0,1.0,23,0.0,0.03,REGULAR,2022-02-11,2022-01-31 20:58:49,3.81250046875,False
MVIS220211C00007500,7.5,USD,0.04,0.0,0.0,2.0,7,0.0,0.01,REGULAR,2022-02-11,2022-01-18 18:27:56,3.50000125,False
MVIS220211C00008000,8.0,USD,0.02,0.0,0.0,8.0,25,0.0,0.03,REGULAR,2022-02-11,2022-02-07 19:23:06,4.375004531249999,False
MVIS220211C00008500,8.5,USD,0.01,0.0,0.0,2.0,3,0.0,0.03,REGULAR,2022-02-11,2022-01-26 18:16:11,4.62500421875,False
MVIS220211C00009000,9.0,USD,0.02,0.0,0.0,2.0,159,0.0,0.01,REGULAR,2022-02-11,2022-01-26 18:14:45,4.2500046875,False
MVIS220211C00009500,9.5,USD,0.02,0.0,0.0,,2,0.0,0.03,REGULAR,2022-02-11,2022-01-27 15:27:38,5.12500359375,False
MVIS220211C00010000,10.0,USD,0.02,0.0,0.0,1.0,2,0.0,0.01,REGULAR,2022-02-11,2022-01-31 16:51:48,4.62500421875,False
MVIS220211C00010500,10.5,USD,0.02,0.0,0.0,1.0,14,0.0,0.01,REGULAR,2022-02-11,2022-01-26 15:42:15,4.7500040624999995,False
