contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
FYBR220218C00017500,17.5,USD,14.8,0.0,0.0,1.0,1,15.5,16.9,REGULAR,2022-02-18,2021-11-10 11:51:44,7.15039168701172,True
FYBR220218C00020000,20.0,USD,13.2,0.0,0.0,16.0,1,9.7,11.4,REGULAR,2022-02-18,2021-11-15 20:18:45,3.5820322949218752,True
FYBR220218C00022500,22.5,USD,9.1,0.0,0.0,1.0,5,5.2,7.8,REGULAR,2022-02-18,2022-01-12 14:34:11,1.705079599609375,True
FYBR220218C00025000,25.0,USD,1.65,0.0,0.0,3.0,77,1.85,4.7,REGULAR,2022-02-18,2022-02-04 20:38:29,0.5820354296875,True
FYBR220218C00030000,30.0,USD,0.2,-0.07000001,-25.925928,21.0,3384,0.1,0.35,REGULAR,2022-02-18,2022-02-08 17:29:06,0.53320779296875,False
FYBR220218C00035000,35.0,USD,0.05,0.0,0.0,66.0,3495,0.0,0.1,REGULAR,2022-02-18,2022-02-07 19:19:18,0.7226590234375,False
FYBR220218C00040000,40.0,USD,0.1,0.0,0.0,1.0,379,0.0,0.65,REGULAR,2022-02-18,2021-12-29 16:37:48,1.5390648046875,False
FYBR220218C00045000,45.0,USD,0.25,0.0,0.0,,1,0.0,0.4,REGULAR,2022-02-18,2021-12-01 16:24:27,1.7070327148437499,False
FYBR220218C00050000,50.0,USD,0.1,0.0,0.0,,1,0.0,0.45,REGULAR,2022-02-18,2021-11-24 18:24:02,2.0351611621093753,False
