contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
NMRK220218C00015000,15.0,USD,3.4,-0.5999999,-14.999998,4,3,2.55,3.5,REGULAR,2022-02-18,2022-01-05 16:51:10,2.3750040624999995,True
NMRK220218C00017500,17.5,USD,1.62,0.0,0.0,20,32,0.6,1.55,REGULAR,2022-02-18,2022-01-03 16:02:56,1.5136743066406249,False
NMRK220218C00020000,20.0,USD,0.35,-0.15,-30.000002,10,574,0.2,0.3,REGULAR,2022-02-18,2022-01-05 17:02:42,1.19922275390625,False
