contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
ANTM220211P00270000,270.0,USD,0.1,0.0,0.0,50.0,200,0.0,0.05,REGULAR,2022-02-11,2022-02-01 16:16:17,2.0156299609375,False
ANTM220211P00280000,280.0,USD,0.1,0.0,0.0,,38,0.0,0.1,REGULAR,2022-02-11,2022-02-01 16:20:25,2.02344244140625,False
ANTM220211P00290000,290.0,USD,0.05,0.0,0.0,,2,0.0,0.1,REGULAR,2022-02-11,2022-01-31 15:35:24,1.890625546875,False
ANTM220211P00300000,300.0,USD,0.1,0.0,0.0,,75,0.0,0.1,REGULAR,2022-02-11,2022-02-01 19:21:34,1.765626171875,False
ANTM220211P00310000,310.0,USD,0.05,0.0,0.0,,2,0.0,0.1,REGULAR,2022-02-11,2022-01-31 15:35:14,1.6484392578125,False
ANTM220211P00325000,325.0,USD,0.05,0.0,0.0,2.0,2,0.0,0.15,REGULAR,2022-02-11,2022-02-04 15:36:23,1.53515857421875,False
ANTM220211P00335000,335.0,USD,0.23,0.0,0.0,,4,0.0,0.15,REGULAR,2022-02-11,2022-01-31 15:34:48,1.4179716601562502,False
ANTM220211P00340000,340.0,USD,0.2,0.0,0.0,2.0,4,0.0,0.15,REGULAR,2022-02-11,2022-01-31 15:34:25,1.359378203125,False
ANTM220211P00345000,345.0,USD,0.2,0.0,0.0,,4,0.0,0.15,REGULAR,2022-02-11,2022-01-31 15:33:51,1.3046909765624997,False
ANTM220211P00350000,350.0,USD,1.34,0.0,0.0,,1,0.0,0.15,REGULAR,2022-02-11,2022-01-10 16:03:24,1.2460975195312498,False
ANTM220211P00360000,360.0,USD,0.05,0.0,0.0,2.0,10,0.0,0.3,REGULAR,2022-02-11,2022-02-07 15:28:41,1.2343788281249999,False
ANTM220211P00385000,385.0,USD,4.2,0.0,0.0,,1,0.0,0.4,REGULAR,2022-02-11,2022-01-10 16:43:48,0.9882813671875,False
ANTM220211P00395000,395.0,USD,0.05,0.0,0.0,2.0,8,0.0,0.15,REGULAR,2022-02-11,2022-02-08 16:36:05,0.7695335546875001,False
ANTM220211P00400000,400.0,USD,0.05,0.0,0.0,3.0,62,0.0,0.15,REGULAR,2022-02-11,2022-02-08 16:35:57,0.71679970703125,False
ANTM220211P00410000,410.0,USD,0.2,0.0,0.0,12.0,16,0.0,0.2,REGULAR,2022-02-11,2022-02-08 15:06:25,0.63867548828125,False
ANTM220211P00415000,415.0,USD,0.75,0.0,0.0,2.0,4,0.0,0.45,REGULAR,2022-02-11,2022-02-04 19:16:08,0.6611362011718751,False
ANTM220211P00420000,420.0,USD,1.0,0.0,0.0,2.0,27,0.0,0.5,REGULAR,2022-02-11,2022-02-07 14:31:57,0.614261669921875,False
ANTM220211P00422500,422.5,USD,0.15,0.0,0.0,4.0,11,0.05,0.25,REGULAR,2022-02-11,2022-02-08 19:41:57,0.5410202148437502,False
ANTM220211P00425000,425.0,USD,0.63,0.0,0.0,1.0,8,0.05,0.55,REGULAR,2022-02-11,2022-02-08 15:27:09,0.5751995605468749,False
ANTM220211P00430000,430.0,USD,1.75,0.0,0.0,6.0,16,0.05,0.6,REGULAR,2022-02-11,2022-02-03 16:11:56,0.5239305419921875,False
ANTM220211P00432500,432.5,USD,0.48,0.0,0.0,11.0,37,0.05,0.35,REGULAR,2022-02-11,2022-02-08 19:22:10,0.5009815527343751,False
ANTM220211P00435000,435.0,USD,0.5,0.0,0.0,2.0,33,0.05,0.4,REGULAR,2022-02-11,2022-02-08 16:51:42,0.48340360351562506,False
ANTM220211P00437500,437.5,USD,1.2,0.0,0.0,1.0,19,0.05,0.4,REGULAR,2022-02-11,2022-02-08 15:57:26,0.4523980541992188,False
ANTM220211P00440000,440.0,USD,0.5,0.0,0.0,2.0,25,0.1,0.35,REGULAR,2022-02-11,2022-02-08 20:46:37,0.4096738720703125,False
ANTM220211P00442500,442.5,USD,0.25,-5.45,-95.61404,1.0,19,0.2,0.4,REGULAR,2022-02-11,2022-02-09 16:32:41,0.39014281738281253,False
ANTM220211P00445000,445.0,USD,0.35,-0.37000003,-51.38889,7.0,44,0.3,0.4,REGULAR,2022-02-11,2022-02-09 16:42:58,0.358404853515625,False
ANTM220211P00447500,447.5,USD,5.0,0.0,0.0,5.0,9,0.35,0.55,REGULAR,2022-02-11,2022-02-07 20:45:04,0.3523013989257812,False
ANTM220211P00450000,450.0,USD,0.6,-0.49,-44.95413,75.0,45,0.45,0.7,REGULAR,2022-02-11,2022-02-09 16:08:08,0.3393620751953125,False
ANTM220211P00452500,452.5,USD,0.75,-0.70000005,-48.275867,47.0,64,0.6,0.85,REGULAR,2022-02-11,2022-02-09 17:11:09,0.3215399877929687,False
ANTM220211P00455000,455.0,USD,1.0,-0.79999995,-44.444443,24.0,48,0.8,1.1,REGULAR,2022-02-11,2022-02-09 17:11:09,0.3090889404296875,False
ANTM220211P00457500,457.5,USD,1.32,-1.0299999,-43.829784,3.0,17,1.1,1.35,REGULAR,2022-02-11,2022-02-09 16:53:26,0.29004616210937495,False
ANTM220211P00460000,460.0,USD,1.7,-1.1499999,-40.350872,6.0,13,1.55,1.8,REGULAR,2022-02-11,2022-02-09 17:37:36,0.2802806347656249,False
ANTM220211P00465000,465.0,USD,3.1,-1.9000001,-38.000004,29.0,32,2.95,3.4,REGULAR,2022-02-11,2022-02-09 17:35:38,0.27625235473632803,False
ANTM220211P00470000,470.0,USD,5.9,-6.4999995,-52.41935,107.0,5,5.1,5.9,REGULAR,2022-02-11,2022-02-09 17:30:09,0.2775951147460937,True
ANTM220211P00475000,475.0,USD,9.6,-22.999998,-70.55214,93.0,1,8.4,9.8,REGULAR,2022-02-11,2022-02-09 17:25:06,0.3194648132324218,True
ANTM220211P00505000,505.0,USD,64.0,0.0,0.0,,2,35.5,39.4,REGULAR,2022-02-11,2022-02-02 14:41:10,0.752932158203125,True
ANTM220211P00525000,525.0,USD,83.9,0.0,0.0,,2,55.3,59.3,REGULAR,2022-02-11,2022-02-02 14:41:10,0.5449264257812501,True
