contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
CRNC220218C00050000,50.0,USD,23.8,0.0,0.0,0,28.2,30.7,REGULAR,2022-02-18,2021-12-13 05:02:39,11.489260631713867,False,
CRNC220218C00055000,55.0,USD,13.87,0.0,0.0,1,24.0,25.8,REGULAR,2022-02-18,2021-12-15 16:30:39,9.796878876953127,False,
CRNC220218C00060000,60.0,USD,11.47,0.0,0.0,6,18.8,21.7,REGULAR,2022-02-18,2021-12-15 15:01:33,8.319829018859863,False,1.0
CRNC220218C00065000,65.0,USD,16.2,-1.5999985,-8.988756,4,14.6,17.6,REGULAR,2022-02-18,2022-01-05 19:36:01,7.169922912597657,False,1.0
CRNC220218C00070000,70.0,USD,11.5,0.0,0.0,35,12.1,14.2,REGULAR,2022-02-18,2021-12-23 16:07:20,6.477540965576171,False,1.0
CRNC220218C00075000,75.0,USD,10.4,-1.6000004,-13.333337,19,8.9,9.6,REGULAR,2022-02-18,2022-01-05 19:16:51,5.462893796386719,False,2.0
CRNC220218C00080000,80.0,USD,9.2,0.8999996,10.843369,43,6.3,6.9,REGULAR,2022-02-18,2022-01-04 18:03:07,4.81836335205078,False,1.0
CRNC220218C00085000,85.0,USD,4.5,-1.1500001,-20.353983,319,4.3,4.8,REGULAR,2022-02-18,2022-01-05 20:35:47,4.303715557861327,False,3.0
CRNC220218C00090000,90.0,USD,4.2,0.0,0.0,68,2.8,3.7,REGULAR,2022-02-18,2022-01-04 20:58:47,3.9843750390625,False,7.0
CRNC220218C00095000,95.0,USD,2.4,0.0,0.0,389,1.45,2.55,REGULAR,2022-02-18,2022-01-04 17:02:47,3.583008854980469,False,2.0
CRNC220218C00100000,100.0,USD,1.88,0.0,0.0,157,0.05,1.35,REGULAR,2022-02-18,2022-01-04 14:37:46,2.906252734375,False,3.0
CRNC220218C00105000,105.0,USD,0.9,-0.110000014,-10.89109,87,0.25,0.9,REGULAR,2022-02-18,2022-01-05 18:12:50,2.9199245751953127,False,3.0
CRNC220218C00110000,110.0,USD,0.35,0.0,0.0,211,0.0,0.6,REGULAR,2022-02-18,2022-01-03 19:51:11,2.71094072265625,False,100.0
CRNC220218C00115000,115.0,USD,0.35,0.14999999,74.99999,776,0.25,0.45,REGULAR,2022-02-18,2022-01-05 19:31:44,2.886721533203125,False,5.0
CRNC220218C00120000,120.0,USD,0.15,0.0,0.0,95,0.0,0.5,REGULAR,2022-02-18,2021-12-31 16:23:17,2.8359404101562498,False,10.0
CRNC220218C00125000,125.0,USD,0.5,0.0,0.0,45,0.0,0.6,REGULAR,2022-02-18,2021-12-06 16:18:03,3.0117212207031248,False,2.0
CRNC220218C00130000,130.0,USD,0.5,0.0,0.0,14,0.0,0.0,REGULAR,2022-02-18,2022-01-04 17:56:59,0.500005,False,7.0
CRNC220218C00135000,135.0,USD,0.8,0.0,0.0,35,0.0,4.8,REGULAR,2022-02-18,2021-11-23 16:18:15,4.820316474609374,False,3.0
CRNC220218C00140000,140.0,USD,1.85,0.0,0.0,5,0.0,0.0,REGULAR,2022-02-18,2021-11-22 14:38:06,0.500005,False,1.0
CRNC220218C00145000,145.0,USD,2.55,0.0,0.0,11,0.0,0.5,REGULAR,2022-02-18,2021-11-05 19:24:41,3.2617205957031246,False,10.0
CRNC220218C00150000,150.0,USD,0.41,0.0,0.0,27,0.05,0.45,REGULAR,2022-02-18,2021-12-07 16:19:10,3.3359391601562494,False,1.0
CRNC220218C00155000,155.0,USD,4.31,0.0,0.0,1,0.15,0.75,REGULAR,2022-02-18,2021-11-10 11:47:40,3.7226569433593752,False,1.0
CRNC220218C00160000,160.0,USD,0.86,0.0,0.0,67,0.0,1.95,REGULAR,2022-02-18,2021-11-10 19:24:28,4.346684254150389,False,5.0
CRNC220218C00165000,165.0,USD,0.85,0.0,0.0,4,0.0,2.9,REGULAR,2022-02-18,2021-11-16 14:58:57,4.788089952392578,False,4.0
CRNC220218C00170000,170.0,USD,0.95,0.0,0.0,3,0.0,4.8,REGULAR,2022-02-18,2021-11-19 19:50:58,5.446292254638671,False,1.0
CRNC220218C00180000,180.0,USD,3.4,0.0,0.0,9,0.7,0.9,REGULAR,2022-02-18,2021-11-10 11:47:40,4.4687544140624995,False,4.0
