contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
UAL220211C00030000,30.0,USD,16.25,2.3500004,16.906477,1,12,16.65,16.95,REGULAR,2022-02-11,2022-02-08 18:37:21,2.68750328125,True
UAL220211C00035000,35.0,USD,11.2,2.0,21.739132,2,3,11.65,11.95,REGULAR,2022-02-11,2022-02-08 19:28:08,1.8671881640625,True
UAL220211C00036000,36.0,USD,10.3,2.3500004,29.559755,3,7,10.65,10.95,REGULAR,2022-02-11,2022-02-08 19:39:18,1.71875140625,True
UAL220211C00037000,37.0,USD,9.6,4.3500004,82.85715,5,5,9.6,9.95,REGULAR,2022-02-11,2022-02-08 20:50:03,1.5703146484375,True
UAL220211C00038000,38.0,USD,7.37,2.1099997,40.11406,2,27,8.65,8.95,REGULAR,2022-02-11,2022-02-08 14:50:22,1.421877890625,True
UAL220211C00039000,39.0,USD,7.3,2.25,44.554455,1,117,7.75,7.95,REGULAR,2022-02-11,2022-02-08 17:42:22,0.937500625,True
UAL220211C00040000,40.0,USD,6.52,2.37,57.108433,19,375,6.75,6.95,REGULAR,2022-02-11,2022-02-08 20:07:06,0.8203142968749999,True
UAL220211C00041000,41.0,USD,5.46,2.1100001,62.98508,4,413,5.8,6.0,REGULAR,2022-02-11,2022-02-08 19:05:36,0.8828136718749999,True
UAL220211C00042000,42.0,USD,4.9,2.01,69.55017,9,300,4.8,5.0,REGULAR,2022-02-11,2022-02-08 20:57:30,0.7500025,True
UAL220211C00043000,43.0,USD,3.95,2.06,108.99471,100,612,3.8,4.0,REGULAR,2022-02-11,2022-02-08 20:58:51,0.6171913281250001,True
UAL220211C00044000,44.0,USD,3.0,1.8,149.99998,402,1774,2.9,3.05,REGULAR,2022-02-11,2022-02-08 20:58:41,0.58789474609375,True
UAL220211C00045000,45.0,USD,2.01,1.3299999,195.58823,1320,3703,2.02,2.18,REGULAR,2022-02-11,2022-02-08 20:54:57,0.5449264257812501,True
UAL220211C00046000,46.0,USD,1.36,1.03,312.12122,890,2915,1.19,1.36,REGULAR,2022-02-11,2022-02-08 20:58:59,0.526371923828125,True
UAL220211C00047000,47.0,USD,0.73,0.58000004,386.6667,974,2161,0.67,0.77,REGULAR,2022-02-11,2022-02-08 20:59:42,0.5019581054687501,False
UAL220211C00048000,48.0,USD,0.37,0.29000002,362.50003,1240,3885,0.33,0.39,REGULAR,2022-02-11,2022-02-08 20:58:15,0.49609878906250005,False
UAL220211C00049000,49.0,USD,0.17,0.13,325.0,1807,1372,0.13,0.18,REGULAR,2022-02-11,2022-02-08 20:58:27,0.49805189453125004,False
UAL220211C00050000,50.0,USD,0.08,0.049999997,166.66666,597,808,0.06,0.1,REGULAR,2022-02-11,2022-02-08 20:59:15,0.5117236328125,False
UAL220211C00051000,51.0,USD,0.03,0.0,0.0,73,122,0.03,0.07,REGULAR,2022-02-11,2022-02-08 19:10:19,0.5664105859375,False
UAL220211C00052000,52.0,USD,0.01,-0.03,-75.0,15,142,0.01,0.02,REGULAR,2022-02-11,2022-02-03 15:01:20,0.5468795312500001,False
UAL220211C00053000,53.0,USD,0.01,0.0,0.0,5,1380,0.0,0.04,REGULAR,2022-02-11,2022-02-07 14:51:11,0.6562534375000001,False
UAL220211C00055000,55.0,USD,0.02,0.0,0.0,13,123,0.0,0.01,REGULAR,2022-02-11,2022-02-07 15:23:53,0.6875031250000001,False
UAL220211C00060000,60.0,USD,0.08,0.0,0.0,200,22,0.0,0.01,REGULAR,2022-02-11,2022-01-14 17:46:25,1.000005,False
UAL220211C00065000,65.0,USD,0.03,0.0,0.0,1,200,0.0,0.01,REGULAR,2022-02-11,2022-01-24 17:07:53,1.3125034374999998,False
