contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
X220211C00012000,12.0,USD,8.65,0.0,0.0,0,10.1,10.3,REGULAR,2022-02-11,2022-01-31 17:47:24,2.3437541406249993,True,
X220211C00015000,15.0,USD,6.5,0.0,0.0,0,7.1,7.35,REGULAR,2022-02-11,2022-02-01 16:24:15,1.78125109375,True,2.0
X220211C00016000,16.0,USD,3.49,0.0,0.0,0,6.1,6.5,REGULAR,2022-02-11,2022-01-28 16:37:25,1.859375703125,True,5.0
X220211C00017000,17.0,USD,5.0,-0.19000006,-3.6608875,3,5.1,5.3,REGULAR,2022-02-11,2022-02-07 17:23:07,1.125004375,True,2.0
X220211C00018000,18.0,USD,4.58,0.8299999,22.133331,11,4.1,4.35,REGULAR,2022-02-11,2022-02-04 16:19:14,1.0468797656250002,True,6.0
X220211C00018500,18.5,USD,3.65,-0.3499999,-8.749998,32,3.6,3.8,REGULAR,2022-02-11,2022-02-07 20:57:23,0.8125018749999999,True,1.0
X220211C00019000,19.0,USD,3.32,0.06999993,2.153844,267,3.1,3.25,REGULAR,2022-02-11,2022-02-07 19:18:10,0.9062509375,True,4.0
X220211C00019500,19.5,USD,2.9,0.0400002,1.3986084,374,2.64,2.79,REGULAR,2022-02-11,2022-02-07 20:04:54,0.6718782812500002,True,6.0
X220211C00020000,20.0,USD,2.4,0.0,0.0,272,2.16,2.34,REGULAR,2022-02-11,2022-02-07 19:29:51,0.6640658593750002,True,52.0
X220211C00020500,20.5,USD,1.99,0.110000014,5.8510647,2352,1.7,1.82,REGULAR,2022-02-11,2022-02-07 20:18:03,0.5625043750000001,True,41.0
X220211C00021000,21.0,USD,1.34,-0.089999914,-6.2937007,742,1.31,1.38,REGULAR,2022-02-11,2022-02-07 20:58:22,0.5664105859375,True,152.0
X220211C00021500,21.5,USD,0.97,-0.07999992,-7.6190405,835,0.95,0.99,REGULAR,2022-02-11,2022-02-07 20:59:03,0.5546919531250001,True,408.0
X220211C00022000,22.0,USD,0.63,-0.120000005,-16.000002,2538,0.64,0.67,REGULAR,2022-02-11,2022-02-07 20:59:00,0.5429733203125001,True,1726.0
X220211C00022500,22.5,USD,0.41,-0.06999999,-14.583333,1464,0.38,0.42,REGULAR,2022-02-11,2022-02-07 20:57:07,0.523442265625,False,2250.0
X220211C00023000,23.0,USD,0.24,-0.07000001,-22.580647,1642,0.24,0.26,REGULAR,2022-02-11,2022-02-07 20:59:33,0.5390671093750001,False,2078.0
X220211C00023500,23.5,USD,0.13,-0.07000001,-35.000004,783,0.13,0.15,REGULAR,2022-02-11,2022-02-07 20:58:06,0.5390671093750001,False,682.0
X220211C00024000,24.0,USD,0.09,-0.049999997,-35.714283,3971,0.08,0.09,REGULAR,2022-02-11,2022-02-07 20:58:53,0.5625043750000001,False,1658.0
X220211C00024500,24.5,USD,0.05,-0.02,-28.571426,506,0.04,0.06,REGULAR,2022-02-11,2022-02-07 20:33:42,0.57812921875,False,101.0
X220211C00025000,25.0,USD,0.04,-0.010000002,-20.000004,908,0.02,0.04,REGULAR,2022-02-11,2022-02-07 20:49:14,0.6015664843750002,False,85.0
X220211C00025500,25.5,USD,0.03,-0.01,-25.0,794,0.01,0.03,REGULAR,2022-02-11,2022-02-07 15:23:53,0.632816171875,False,1.0
X220211C00026000,26.0,USD,0.02,-0.030000001,-60.000004,374,0.0,0.02,REGULAR,2022-02-11,2022-02-07 20:30:12,0.6250037500000001,False,119.0
X220211C00026500,26.5,USD,0.02,0.0,0.0,147,0.0,0.02,REGULAR,2022-02-11,2022-02-07 20:08:06,0.6875031250000001,False,1.0
X220211C00027000,27.0,USD,0.01,-0.02,-66.66667,380,0.0,0.02,REGULAR,2022-02-11,2022-02-07 20:30:23,0.7500025,False,4.0
X220211C00027500,27.5,USD,0.01,-0.01,-50.0,199,0.0,0.01,REGULAR,2022-02-11,2022-02-07 16:59:54,0.7500025,False,218.0
X220211C00028000,28.0,USD,0.01,-0.02,-66.66667,255,0.0,0.02,REGULAR,2022-02-11,2022-02-07 14:51:33,0.87500125,False,1.0
X220211C00028500,28.5,USD,0.01,-0.01,-50.0,75,0.0,0.01,REGULAR,2022-02-11,2022-02-07 14:30:02,0.8437515624999999,False,1.0
X220211C00029000,29.0,USD,0.01,0.0,0.0,86,0.0,0.01,REGULAR,2022-02-11,2022-02-04 14:56:33,0.9062509375,False,1.0
X220211C00030000,30.0,USD,0.01,0.0,0.0,137,0.0,0.01,REGULAR,2022-02-11,2022-02-04 20:19:22,1.000005,False,9.0
X220211C00031000,31.0,USD,0.01,0.0,0.0,89,0.0,0.02,REGULAR,2022-02-11,2022-02-01 17:00:37,1.1875040625,False,19.0
