contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
MSGE220218C00035000,35.0,USD,41.25,0.0,0.0,2,0,31.9,35.1,REGULAR,2022-02-18,2021-11-10 11:47:38,1.0000000000000003e-05,True
MSGE220218C00045000,45.0,USD,24.58,0.0,0.0,3,26,21.9,25.4,REGULAR,2022-02-18,2021-11-10 11:47:38,1.0000000000000003e-05,True
MSGE220218C00050000,50.0,USD,17.2,0.0,0.0,2,18,19.7,21.5,REGULAR,2022-02-18,2021-12-13 14:40:20,1.0000000000000003e-05,True
MSGE220218C00055000,55.0,USD,20.5,0.0,0.0,1,18,14.6,16.5,REGULAR,2022-02-18,2022-01-03 20:19:42,1.0000000000000003e-05,True
MSGE220218C00060000,60.0,USD,15.5,0.0,0.0,22,92,11.0,13.0,REGULAR,2022-02-18,2022-01-03 20:09:22,1.0000000000000003e-05,True
MSGE220218C00065000,65.0,USD,11.33,0.0,0.0,3,98,7.2,8.0,REGULAR,2022-02-18,2022-01-04 15:07:00,1.0000000000000003e-05,True
MSGE220218C00070000,70.0,USD,4.53,-2.6799998,-37.170593,2,254,3.3,5.0,REGULAR,2022-02-18,2022-01-05 20:53:30,0.6945831323242189,True
MSGE220218C00075000,75.0,USD,3.26,-1.24,-27.555555,1,392,2.45,2.85,REGULAR,2022-02-18,2022-01-05 18:48:14,0.7282742016601562,False
MSGE220218C00080000,80.0,USD,1.55,-1.25,-44.642857,5,826,1.25,1.55,REGULAR,2022-02-18,2022-01-05 19:59:01,0.7827170166015626,False
MSGE220218C00085000,85.0,USD,0.8,-0.8,-50.0,4,412,0.6,1.2,REGULAR,2022-02-18,2022-01-05 19:45:01,0.8876964355468748,False
MSGE220218C00090000,90.0,USD,1.12,0.0,0.0,4,694,0.4,0.55,REGULAR,2022-02-18,2022-01-04 20:59:53,0.9179695703125,False
MSGE220218C00095000,95.0,USD,0.45,-0.100000024,-18.181822,10,77,0.15,0.4,REGULAR,2022-02-18,2022-01-05 15:00:32,0.9648441015625,False
MSGE220218C00100000,100.0,USD,0.43,0.0,0.0,5,802,0.1,0.0,REGULAR,2022-02-18,2021-12-22 18:21:35,0.8437515624999999,False
MSGE220218C00105000,105.0,USD,0.64,0.0,0.0,4,67,0.05,0.0,REGULAR,2022-02-18,2021-12-06 20:08:01,0.87500125,False
MSGE220218C00110000,110.0,USD,0.42,0.0,0.0,1,92,0.0,2.75,REGULAR,2022-02-18,2021-11-18 18:58:53,1.9438479370117188,False
MSGE220218C00115000,115.0,USD,0.2,0.0,0.0,10,14,0.0,0.75,REGULAR,2022-02-18,2021-12-14 14:41:07,1.5625021874999998,False
MSGE220218C00120000,120.0,USD,0.22,0.0,0.0,1,30,0.0,0.35,REGULAR,2022-02-18,2021-12-31 16:00:57,1.474612001953125,False
MSGE220218C00125000,125.0,USD,0.4,0.0,0.0,2,10,0.0,0.75,REGULAR,2022-02-18,2021-11-10 11:47:38,1.78125109375,False
MSGE220218C00130000,130.0,USD,0.24,0.0,0.0,1,3,0.0,1.2,REGULAR,2022-02-18,2021-11-17 16:03:46,2.0517626831054683,False
