contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
AA220211C00035000,35.0,USD,29.46,0.0,0.0,2,2,35.2,35.6,REGULAR,2022-02-11,2022-02-04 17:05:48,3.56250109375,True
AA220211C00045000,45.0,USD,24.3,0.0,0.0,1,1,25.35,25.65,REGULAR,2022-02-11,2022-02-08 19:31:18,2.57031607421875,True
AA220211C00049000,49.0,USD,20.25,0.0,0.0,2,5,21.3,21.55,REGULAR,2022-02-11,2022-02-08 15:14:56,1.75000125,True
AA220211C00050000,50.0,USD,14.0,0.0,0.0,9,16,20.35,20.65,REGULAR,2022-02-11,2022-02-07 16:38:03,2.03906740234375,True
AA220211C00051000,51.0,USD,11.85,0.0,0.0,4,3,19.3,19.6,REGULAR,2022-02-11,2022-02-03 20:58:23,1.7968760156249999,True
AA220211C00052000,52.0,USD,17.46,0.0,0.0,11,98,18.3,18.55,REGULAR,2022-02-11,2022-02-08 18:31:42,1.5000025,True
AA220211C00053000,53.0,USD,16.46,0.0,0.0,5,15,17.3,17.6,REGULAR,2022-02-11,2022-02-08 18:32:09,1.609376953125,True
AA220211C00054000,54.0,USD,16.25,0.75,4.83871,17,227,16.3,16.55,REGULAR,2022-02-11,2022-02-09 14:58:00,1.3281283593749997,True
AA220211C00055000,55.0,USD,15.3,1.0299997,7.2179375,4,66,15.3,15.6,REGULAR,2022-02-11,2022-02-09 14:56:37,1.4296903515625,True
AA220211C00056000,56.0,USD,14.3,0.75,5.535055,8,71,14.4,14.55,REGULAR,2022-02-11,2022-02-09 14:56:37,1.171879140625,True
AA220211C00057000,57.0,USD,13.0,0.39999962,3.1746001,1,120,13.35,13.65,REGULAR,2022-02-11,2022-02-09 15:05:00,1.36328443359375,True
AA220211C00058000,58.0,USD,13.04,0.10999966,0.850732,2,285,12.4,12.6,REGULAR,2022-02-11,2022-02-09 15:39:37,1.1640666796875,True
AA220211C00059000,59.0,USD,11.94,0.0,0.0,2,130,11.4,11.55,REGULAR,2022-02-11,2022-02-08 15:29:26,0.937500625,True
AA220211C00060000,60.0,USD,10.0,0.0,0.0,17,829,10.4,10.55,REGULAR,2022-02-11,2022-02-09 17:09:00,0.85937640625,True
AA220211C00061000,61.0,USD,8.87,-0.069999695,-0.7829944,15,467,9.4,9.6,REGULAR,2022-02-11,2022-02-09 17:12:22,0.9062509375,True
AA220211C00061500,61.5,USD,9.5,1.5,18.75,1,146,8.85,9.1,REGULAR,2022-02-11,2022-02-09 15:21:38,0.867188828125,True
AA220211C00062000,62.0,USD,7.95,0.4699998,6.2834196,11,200,8.35,8.6,REGULAR,2022-02-11,2022-02-09 17:21:52,0.8242205078124999,True
AA220211C00062500,62.5,USD,8.7,-0.3000002,-3.3333354,6,173,7.85,8.1,REGULAR,2022-02-11,2022-02-09 15:29:28,0.7812521875,True
AA220211C00063000,63.0,USD,7.36,0.5300002,7.7598863,3,1212,7.4,7.55,REGULAR,2022-02-11,2022-02-09 14:39:25,0.632816171875,True
AA220211C00063500,63.5,USD,7.09,0.75,11.829653,8,176,6.85,7.15,REGULAR,2022-02-11,2022-02-09 15:14:23,0.7675804492187501,True
AA220211C00064000,64.0,USD,7.12,1.06,17.491749,30,292,6.45,6.65,REGULAR,2022-02-11,2022-02-09 16:30:57,0.5546919531250001,True
AA220211C00065000,65.0,USD,5.1,0.48999977,10.629062,51,680,5.45,5.65,REGULAR,2022-02-11,2022-02-09 17:24:05,0.63086306640625,True
AA220211C00066000,66.0,USD,3.95,0.21000004,5.6149745,76,2951,4.55,4.7,REGULAR,2022-02-11,2022-02-09 17:15:37,0.5117236328125,True
AA220211C00067000,67.0,USD,3.39,-0.14999986,-4.237284,59,617,3.65,3.85,REGULAR,2022-02-11,2022-02-09 17:28:27,0.524418818359375,True
AA220211C00068000,68.0,USD,2.74,-0.099999905,-3.5211234,59,326,2.85,3.05,REGULAR,2022-02-11,2022-02-09 17:33:59,0.5312546875,True
AA220211C00069000,69.0,USD,2.14,-0.07999992,-3.6036,212,458,2.19,2.28,REGULAR,2022-02-11,2022-02-09 17:41:45,0.5327195166015625,True
AA220211C00070000,70.0,USD,1.62,-0.17999995,-9.999997,267,513,1.6,1.7,REGULAR,2022-02-11,2022-02-09 17:40:10,0.5419967675781252,True
AA220211C00071000,71.0,USD,1.09,-0.20999992,-16.153841,559,532,1.09,1.21,REGULAR,2022-02-11,2022-02-09 17:38:41,0.5390671093750001,False
AA220211C00072000,72.0,USD,0.79,-0.19,-19.387754,523,678,0.76,0.82,REGULAR,2022-02-11,2022-02-09 17:41:13,0.5468795312500001,False
AA220211C00073000,73.0,USD,0.5,-0.19999999,-28.571426,316,4461,0.49,0.55,REGULAR,2022-02-11,2022-02-09 17:38:41,0.551762294921875,False
AA220211C00074000,74.0,USD,0.42,-0.07000002,-14.285719,54,536,0.3,0.36,REGULAR,2022-02-11,2022-02-09 16:53:24,0.5566450585937501,False
AA220211C00075000,75.0,USD,0.22,-0.120000005,-35.294117,257,1018,0.19,0.22,REGULAR,2022-02-11,2022-02-09 17:43:48,0.5625043750000001,False
