contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
TROX220218C00013000,13.0,USD,8.9,0.0,0.0,3.0,7,9.6,10.3,REGULAR,2022-02-18,2021-11-10 11:48:43,2.3164104589843744,True
TROX220218C00015000,15.0,USD,8.55,0.0,0.0,11.0,374,8.8,9.6,REGULAR,2022-02-18,2021-12-23 17:46:33,3.513673090820312,True
TROX220218C00016000,16.0,USD,8.0,0.0,0.0,2.0,18,6.1,6.9,REGULAR,2022-02-18,2021-11-17 18:27:23,1.484377578125,True
TROX220218C00017000,17.0,USD,7.3,0.0,0.0,5.0,25,6.8,7.7,REGULAR,2022-02-18,2022-01-03 14:32:57,2.8593778515625,True
TROX220218C00018000,18.0,USD,6.12,0.0,0.0,100.0,164,5.9,6.6,REGULAR,2022-02-18,2021-12-28 15:38:38,2.529300551757812,True
TROX220218C00019000,19.0,USD,5.5,0.0,0.0,1.0,104,4.1,5.3,REGULAR,2022-02-18,2021-11-05 19:40:28,1.734376328125,True
TROX220218C00020000,20.0,USD,4.0,0.0,0.0,2.0,408,4.0,5.9,REGULAR,2022-02-18,2022-01-03 14:50:43,2.4335976660156247,True
TROX220218C00021000,21.0,USD,3.2,0.0,0.0,5.0,127,2.8,4.2,REGULAR,2022-02-18,2021-12-31 17:31:43,1.7626964990234375,True
TROX220218C00022000,22.0,USD,3.0,0.0,0.0,1.0,126,1.9,4.1,REGULAR,2022-02-18,2022-01-03 15:01:18,1.7753917480468748,True
TROX220218C00023000,23.0,USD,2.31,0.0,0.0,4.0,3522,1.6,2.4,REGULAR,2022-02-18,2022-01-04 19:23:23,1.4121123144531251,False
TROX220218C00024000,24.0,USD,1.7,0.0,0.0,5.0,2176,1.0,1.9,REGULAR,2022-02-18,2022-01-04 20:35:04,1.3105503222656247,False
TROX220218C00025000,25.0,USD,0.75,-0.45000005,-37.500004,7.0,1440,0.8,1.0,REGULAR,2022-02-18,2022-01-05 20:51:20,1.150394873046875,False
TROX220218C00026000,26.0,USD,0.45,-0.25,-35.714287,3.0,2827,0.5,0.8,REGULAR,2022-02-18,2022-01-05 20:47:48,1.1464886425781249,False
TROX220218C00027000,27.0,USD,0.5,0.099999994,24.999998,2.0,2121,0.25,0.55,REGULAR,2022-02-18,2022-01-05 14:49:31,1.083988955078125,False
TROX220218C00028000,28.0,USD,0.45,0.0,0.0,5.0,13,0.0,0.75,REGULAR,2022-02-18,2021-11-18 16:22:14,1.1953165234375,False
TROX220218C00029000,29.0,USD,0.28,0.0,0.0,5.0,25,0.0,0.0,REGULAR,2022-02-18,2021-12-16 19:01:56,0.2500075,False
TROX220218C00030000,30.0,USD,0.45,0.0,0.0,1.0,0,0.0,0.0,REGULAR,2022-02-18,2021-10-22 17:05:03,0.500005,False
TROX220218C00031000,31.0,USD,0.27,0.0,0.0,4.0,105,0.0,1.25,REGULAR,2022-02-18,2021-10-25 13:30:11,1.818360283203125,False
TROX220218C00033000,33.0,USD,0.1,0.0,0.0,,1,,0.3,REGULAR,2022-02-18,2021-11-10 11:48:44,1.65625171875,False
TROX220218C00035000,35.0,USD,0.16,0.0,0.0,,5,0.0,0.3,REGULAR,2022-02-18,2021-11-10 11:48:44,1.5781271093749998,False
