contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
FOCS220218C00030000,30.0,USD,22.5,0.0,0.0,17,33.3,36.0,REGULAR,2022-02-18,2021-11-10 12:00:23,8.985355946655272,True,
FOCS220218C00045000,45.0,USD,3.48,0.0,0.0,3,5.5,9.4,REGULAR,2022-02-18,2022-01-27 20:06:48,0.6816438085937502,True,1.0
FOCS220218C00050000,50.0,USD,2.7,0.0,0.0,117,2.8,5.0,REGULAR,2022-02-18,2022-02-07 17:25:42,0.7856466748046875,True,7.0
FOCS220218C00055000,55.0,USD,0.5,0.099999994,24.999998,3951,0.45,0.75,REGULAR,2022-02-18,2022-02-08 20:53:53,0.5127001855468749,False,239.0
FOCS220218C00060000,60.0,USD,0.27,0.0,0.0,1868,0.0,1.5,REGULAR,2022-02-18,2022-01-19 16:02:09,0.88476677734375,False,5.0
FOCS220218C00065000,65.0,USD,0.32,0.0,0.0,46,0.0,0.5,REGULAR,2022-02-18,2022-01-13 17:25:34,0.8828136718749999,False,1.0
FOCS220218C00070000,70.0,USD,1.71,0.0,0.0,101,0.0,4.7,REGULAR,2022-02-18,2021-12-10 20:44:22,2.112309406738281,False,100.0
FOCS220218C00075000,75.0,USD,2.35,0.0,0.0,4,0.0,4.8,REGULAR,2022-02-18,2022-01-13 17:25:34,2.3950235437011718,False,1.0
FOCS220218C00080000,80.0,USD,1.02,0.0,0.0,4,0.0,4.8,REGULAR,2022-02-18,2021-12-08 18:51:45,2.630862797851563,False,1.0
FOCS220218C00100000,100.0,USD,0.25,0.0,0.0,2,0.0,4.8,REGULAR,2022-02-18,2021-11-11 20:37:27,3.384767163085937,False,
