contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
AAT220218P00040000,40.0,USD,3.4,0.0,0.0,8,2.85,6.4,REGULAR,2022-02-18,2021-12-28 15:23:49,1.4345731396484376,True
