contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
VIRT220218C00024000,24.0,USD,4.91,-0.19000006,-3.7254915,1.0,11,4.9,5.2,REGULAR,2022-02-18,2022-01-05 20:36:21,1.0000000000000003e-05,True
VIRT220218C00026000,26.0,USD,3.42,0.0,0.0,4.0,4,3.1,3.3,REGULAR,2022-02-18,2021-12-31 20:50:49,1.0000000000000003e-05,True
VIRT220218C00027000,27.0,USD,2.45,0.029999971,1.2396683,5.0,10,2.35,2.5,REGULAR,2022-02-18,2022-01-05 15:50:12,1.0000000000000003e-05,True
VIRT220218C00028000,28.0,USD,1.6,0.0,0.0,1.0,440,1.75,1.85,REGULAR,2022-02-18,2022-01-03 20:59:27,1.0000000000000003e-05,True
VIRT220218C00029000,29.0,USD,1.45,0.20000005,16.000004,18.0,140,1.2,1.35,REGULAR,2022-02-18,2022-01-05 17:00:33,1.0000000000000003e-05,True
VIRT220218C00030000,30.0,USD,0.85,0.0,0.0,20.0,320,0.85,0.95,REGULAR,2022-02-18,2022-01-05 20:58:17,1.0000000000000003e-05,True
VIRT220218C00031000,31.0,USD,0.53,0.0,0.0,13.0,172,0.55,0.7,REGULAR,2022-02-18,2022-01-04 20:36:56,1.0000000000000003e-05,True
VIRT220218C00032000,32.0,USD,0.45,-0.030000001,-6.250001,3.0,17,0.35,0.45,REGULAR,2022-02-18,2022-01-05 14:31:08,1.0000000000000003e-05,True
VIRT220218C00033000,33.0,USD,0.32,0.0,0.0,4.0,5,0.2,0.35,REGULAR,2022-02-18,2021-12-29 17:50:51,1.0000000000000003e-05,True
VIRT220218C00034000,34.0,USD,0.15,0.0,0.0,1.0,1,0.15,0.25,REGULAR,2022-02-18,2022-01-03 20:59:27,1.0000000000000003e-05,True
VIRT220218C00035000,35.0,USD,0.2,0.0,0.0,,1,0.1,0.2,REGULAR,2022-02-18,2021-12-21 15:11:23,0.18457846679687498,False
