contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
XRAY220218C00050000,50.0,USD,2.95,0.0,0.0,1,5,0.8,4.8,REGULAR,2022-02-18,2022-02-04 18:00:51,0.9873048144531251,True
XRAY220218C00055000,55.0,USD,0.37,0.0,0.0,1,542,0.4,4.5,REGULAR,2022-02-18,2022-02-04 16:17:58,0.9599613378906249,False
XRAY220218C00060000,60.0,USD,0.15,0.0,0.0,3,258,0.05,0.5,REGULAR,2022-02-18,2022-02-02 17:17:00,0.596683720703125,False
