contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
XOP220211P00065000,65.0,USD,0.02,0.0,0.0,1,0.0,0.02,REGULAR,2022-02-11,2022-02-01 16:08:41,1.5937520312499998,False,
XOP220211P00070000,70.0,USD,0.1,0.0,0.0,3,0.0,0.02,REGULAR,2022-02-11,2022-01-19 19:18:24,1.40625296875,False,3.0
XOP220211P00075000,75.0,USD,0.03,0.0,0.0,11,0.0,0.02,REGULAR,2022-02-11,2022-02-04 15:05:07,1.203128984375,False,1.0
XOP220211P00080000,80.0,USD,0.11,0.0,0.0,12,0.0,0.03,REGULAR,2022-02-11,2022-01-31 18:43:51,1.0625046875000002,False,14.0
XOP220211P00085000,85.0,USD,0.02,0.0,0.0,103,0.0,0.03,REGULAR,2022-02-11,2022-02-04 16:24:56,0.8906260937499999,False,1.0
XOP220211P00087000,87.0,USD,0.51,0.0,0.0,66,0.0,0.03,REGULAR,2022-02-11,2022-01-28 16:14:23,0.8125018749999999,False,5.0
XOP220211P00088000,88.0,USD,0.06,0.0,0.0,13,0.0,0.03,REGULAR,2022-02-11,2022-02-03 14:46:51,0.7812521875,False,1.0
XOP220211P00089000,89.0,USD,0.15,0.0,0.0,17,0.0,0.03,REGULAR,2022-02-11,2022-02-01 15:32:07,0.7500025,False,16.0
XOP220211P00090000,90.0,USD,0.01,-0.1,-90.909096,1065,0.0,0.03,REGULAR,2022-02-11,2022-02-07 17:16:04,0.710940390625,False,1.0
XOP220211P00091000,91.0,USD,0.09,0.0,0.0,29,0.01,0.1,REGULAR,2022-02-11,2022-02-04 20:22:34,0.8007832421875,False,10.0
XOP220211P00091500,91.5,USD,0.08,0.0,0.0,30,0.02,0.08,REGULAR,2022-02-11,2022-02-04 16:59:16,0.773439765625,False,1.0
XOP220211P00092000,92.0,USD,0.08,0.0,0.0,22,0.02,0.08,REGULAR,2022-02-11,2022-02-04 20:24:50,0.7539087109375,False,17.0
XOP220211P00092500,92.5,USD,0.08,0.0,0.0,10,0.02,0.08,REGULAR,2022-02-11,2022-02-04 17:50:31,0.73437765625,False,4.0
XOP220211P00093000,93.0,USD,0.29,0.0,0.0,22,0.02,0.08,REGULAR,2022-02-11,2022-02-01 16:11:45,0.7148466015625,False,1.0
XOP220211P00093500,93.5,USD,0.46,0.0,0.0,6,0.03,0.09,REGULAR,2022-02-11,2022-01-31 19:49:46,0.7148466015625,False,2.0
XOP220211P00094000,94.0,USD,0.05,-0.19,-79.16667,37,0.03,0.06,REGULAR,2022-02-11,2022-02-07 16:12:23,0.6679720703125002,False,1.0
XOP220211P00094500,94.5,USD,0.24,0.0,0.0,21,0.02,0.1,REGULAR,2022-02-11,2022-02-02 19:32:56,0.6796907031250001,False,1.0
XOP220211P00095000,95.0,USD,0.05,-0.10000001,-66.66667,282,0.03,0.11,REGULAR,2022-02-11,2022-02-07 18:03:34,0.6757844921875001,False,15.0
XOP220211P00095500,95.5,USD,0.72,0.0,0.0,50,0.02,0.12,REGULAR,2022-02-11,2022-01-31 20:10:54,0.6562534375000001,False,6.0
XOP220211P00096000,96.0,USD,0.16,0.0,0.0,41,0.02,0.13,REGULAR,2022-02-11,2022-02-04 20:43:52,0.6445348046875,False,14.0
XOP220211P00096500,96.5,USD,0.26,0.0,0.0,42,0.02,0.13,REGULAR,2022-02-11,2022-02-03 20:47:21,0.6250037500000001,False,2.0
XOP220211P00097000,97.0,USD,0.13,-0.15,-53.571434,60,0.04,0.15,REGULAR,2022-02-11,2022-02-07 14:55:04,0.6289099609375001,False,2.0
XOP220211P00097500,97.5,USD,0.1,-0.13999999,-58.333332,58,0.06,0.15,REGULAR,2022-02-11,2022-02-03 19:21:34,0.6210975390625001,False,1.0
XOP220211P00098000,98.0,USD,0.16,-0.040000007,-20.000004,145,0.06,0.19,REGULAR,2022-02-11,2022-02-07 14:48:46,0.6210975390625001,False,4.0
XOP220211P00098500,98.5,USD,0.2,0.0,0.0,132,0.07,0.25,REGULAR,2022-02-11,2022-02-04 15:17:16,0.629886513671875,False,13.0
XOP220211P00099000,99.0,USD,0.15,-0.049999997,-24.999998,184,0.09,0.2,REGULAR,2022-02-11,2022-02-07 16:50:45,0.59570716796875,False,6.0
XOP220211P00099500,99.5,USD,0.4,0.0,0.0,103,0.14,0.21,REGULAR,2022-02-11,2022-02-03 19:26:01,0.5976602734375001,False,10.0
XOP220211P00100000,100.0,USD,0.15,-0.059999987,-28.571424,1470,0.14,0.22,REGULAR,2022-02-11,2022-02-07 20:19:41,0.5800823242187501,False,1469.0
XOP220211P00100500,100.5,USD,0.22,-0.03999999,-15.384613,19,0.15,0.24,REGULAR,2022-02-11,2022-02-07 17:39:26,0.56836369140625,False,1.0
XOP220211P00101000,101.0,USD,0.25,-0.02000001,-7.407411,71,0.2,0.27,REGULAR,2022-02-11,2022-02-07 18:27:01,0.570316796875,False,17.0
XOP220211P00101500,101.5,USD,0.26,-0.37,-58.73016,19,0.23,0.3,REGULAR,2022-02-11,2022-02-07 17:41:12,0.5634809277343751,False,1.0
XOP220211P00102000,102.0,USD,0.3,-0.049999982,-14.285709,116,0.25,0.33,REGULAR,2022-02-11,2022-02-07 20:52:47,0.55273884765625,False,5.0
XOP220211P00103000,103.0,USD,0.38,-0.13,-25.490194,124,0.25,0.42,REGULAR,2022-02-11,2022-02-07 18:16:34,0.5258836474609375,False,32.0
XOP220211P00104000,104.0,USD,0.47,-0.08000001,-14.545457,186,0.45,0.53,REGULAR,2022-02-11,2022-02-07 20:57:56,0.5356491748046875,False,98.0
XOP220211P00105000,105.0,USD,0.54,-0.089999974,-14.28571,639,0.59,0.67,REGULAR,2022-02-11,2022-02-07 20:46:08,0.5273484765625001,False,1259.0
XOP220211P00106000,106.0,USD,0.81,-0.029999971,-3.5714254,359,0.68,0.88,REGULAR,2022-02-11,2022-02-07 20:52:47,0.5122119091796875,False,96.0
XOP220211P00107000,107.0,USD,1.0,-0.059999943,-5.6603723,686,0.88,1.08,REGULAR,2022-02-11,2022-02-07 20:53:11,0.5014698291015626,False,672.0
XOP220211P00108000,108.0,USD,0.93,-0.45,-32.608692,1049,1.07,1.38,REGULAR,2022-02-11,2022-02-07 20:19:57,0.52539537109375,False,35.0
XOP220211P00109000,109.0,USD,1.62,-0.029999971,-1.8181801,675,1.58,1.71,REGULAR,2022-02-11,2022-02-07 20:57:37,0.506840869140625,False,797.0
XOP220211P00110000,110.0,USD,2.02,-0.029999971,-1.4634132,415,1.85,2.1,REGULAR,2022-02-11,2022-02-07 20:59:17,0.5161181201171875,False,351.0
XOP220211P00111000,111.0,USD,2.48,0.21000004,9.251102,1062,2.18,2.59,REGULAR,2022-02-11,2022-02-07 20:52:47,0.5202684692382812,False,501.0
XOP220211P00112000,112.0,USD,3.12,0.27999997,9.859155,81,2.83,3.15,REGULAR,2022-02-11,2022-02-07 18:31:10,0.526371923828125,True,83.0
XOP220211P00113000,113.0,USD,3.6,0.76,26.760563,27,3.4,3.7,REGULAR,2022-02-11,2022-02-07 18:39:02,0.5192919165039063,True,17.0
XOP220211P00114000,114.0,USD,4.25,0.75,21.428572,28,4.05,4.25,REGULAR,2022-02-11,2022-02-07 20:59:29,0.500005,True,20.0
XOP220211P00115000,115.0,USD,4.7,0.01999998,0.42735004,39,4.75,5.0,REGULAR,2022-02-11,2022-02-07 15:40:56,0.5112353564453125,True,24.0
XOP220211P00116000,116.0,USD,5.55,0.35000038,6.730777,1,5.35,5.75,REGULAR,2022-02-11,2022-02-07 17:33:53,0.5122119091796875,True,42.0
XOP220211P00117000,117.0,USD,6.8,1.1000004,19.298252,14,6.25,6.65,REGULAR,2022-02-11,2022-02-07 17:10:44,0.5415084912109377,True,5.0
XOP220211P00118000,118.0,USD,7.6,-1.2100005,-13.734397,10,6.95,7.45,REGULAR,2022-02-11,2022-02-07 17:10:42,0.5371140039062501,True,5.0
XOP220211P00119000,119.0,USD,7.8,-1.8999996,-19.587626,15,7.75,8.4,REGULAR,2022-02-11,2022-02-07 14:59:32,0.569340244140625,True,1.0
