contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
INMD220218C00022500,22.5,USD,2.75,0.0,0.0,4.0,45.7,48.2,REGULAR,2022-02-18,2021-11-10 12:00:39,19.660160106201175,True,
INMD220218C00025000,25.0,USD,14.5,0.0,0.0,2.0,43.7,45.2,REGULAR,2022-02-18,2021-11-10 12:00:40,16.570317321777342,True,
INMD220218C00027500,27.5,USD,14.98,0.0,0.0,20.0,41.1,43.7,REGULAR,2022-02-18,2021-11-10 12:00:40,14.884766322021484,True,
INMD220218C00030000,30.0,USD,35.3,0.0,0.0,18.0,27.1,29.5,REGULAR,2022-02-18,2021-12-14 18:38:17,6.505861242675782,True,20.0
INMD220218C00032500,32.5,USD,11.04,0.0,0.0,16.0,36.7,37.6,REGULAR,2022-02-18,2021-11-10 12:00:40,11.745119846801758,True,
INMD220218C00035000,35.0,USD,38.4,0.0,0.0,10.0,22.4,24.7,REGULAR,2022-02-18,2021-12-07 17:08:45,5.410647767944334,True,5.0
INMD220218C00037500,37.5,USD,8.06,0.0,0.0,,30.6,34.1,REGULAR,2022-02-18,2021-11-10 12:00:40,9.791019505615235,True,
INMD220218C00040000,40.0,USD,25.7,0.0,0.0,59.0,16.6,19.4,REGULAR,2022-02-18,2022-01-03 19:17:09,4.159184488525391,True,2.0
INMD220218C00042500,42.5,USD,5.9,0.0,0.0,32.0,26.8,28.6,REGULAR,2022-02-18,2021-11-10 12:00:40,8.3125048046875,True,
INMD220218C00045000,45.0,USD,26.7,0.0,0.0,56.0,25.4,26.8,REGULAR,2022-02-18,2021-12-01 20:31:01,7.9511719360351565,True,2.0
INMD220218C00047500,47.5,USD,15.7,0.0,0.0,56.0,11.4,12.8,REGULAR,2022-02-18,2022-01-04 15:41:15,3.3237321594238276,True,1.0
INMD220218C00050000,50.0,USD,16.5,0.0,0.0,54.0,9.4,10.7,REGULAR,2022-02-18,2022-01-03 19:49:37,3.007326700439453,True,11.0
INMD220218C00052500,52.5,USD,13.0,0.0,0.0,79.0,7.6,9.0,REGULAR,2022-02-18,2022-01-04 14:57:23,2.7705108862304693,False,2.0
INMD220218C00055000,55.0,USD,6.86,-10.369999,-60.18572,108.0,6.6,7.1,REGULAR,2022-02-18,2022-01-05 20:19:57,2.60156599609375,False,2.0
INMD220218C00057500,57.5,USD,5.6,-2.7400002,-32.853718,61.0,5.2,5.9,REGULAR,2022-02-18,2022-01-05 20:49:40,2.4492226269531248,False,3.0
INMD220218C00060000,60.0,USD,4.8,-1.4499998,-23.199997,257.0,4.3,4.7,REGULAR,2022-02-18,2022-01-05 20:38:21,2.341312740478515,False,23.0
INMD220218C00062500,62.5,USD,3.4,-2.4,-41.37931,117.0,3.1,3.7,REGULAR,2022-02-18,2022-01-05 20:25:01,2.1811568908691403,False,21.0
INMD220218C00065000,65.0,USD,2.6,-2.1,-44.68085,317.0,2.5,2.95,REGULAR,2022-02-18,2022-01-05 20:06:13,2.122563287353515,False,129.0
INMD220218C00067500,67.5,USD,2.1,-1.4000001,-40.000004,163.0,1.85,2.15,REGULAR,2022-02-18,2022-01-05 20:19:19,2.0083057604980468,False,5.0
