contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
CPA220218C00050000,50.0,USD,29.0,0.0,0.0,2.0,3,27.0,29.2,REGULAR,2022-02-18,2021-11-10 11:58:35,1.0000000000000003e-05,True
CPA220218C00065000,65.0,USD,20.0,0.0,0.0,,1,13.5,15.5,REGULAR,2022-02-18,2021-11-10 11:58:35,1.0000000000000003e-05,True
CPA220218C00070000,70.0,USD,12.0,0.0,0.0,1.0,19,13.0,15.1,REGULAR,2022-02-18,2021-12-22 15:38:32,1.0000000000000003e-05,True
CPA220218C00075000,75.0,USD,10.6,0.0,0.0,1.0,94,8.3,9.5,REGULAR,2022-02-18,2022-01-04 15:53:57,1.0000000000000003e-05,True
CPA220218C00080000,80.0,USD,7.17,0.0,0.0,1.0,66,5.8,6.4,REGULAR,2022-02-18,2022-01-03 15:12:39,1.0000000000000003e-05,True
CPA220218C00085000,85.0,USD,4.73,0.0,0.0,1.0,52,3.4,4.0,REGULAR,2022-02-18,2022-01-03 15:12:39,0.38013315185546875,True
CPA220218C00090000,90.0,USD,3.13,0.0,0.0,2.0,421,1.35,2.35,REGULAR,2022-02-18,2022-01-03 15:24:46,0.55273884765625,False
CPA220218C00095000,95.0,USD,1.5,0.0,0.0,10.0,94,1.1,1.35,REGULAR,2022-02-18,2021-12-22 16:31:18,0.6164589135742189,False
CPA220218C00100000,100.0,USD,0.81,0.0,0.0,1.0,14,0.6,2.3,REGULAR,2022-02-18,2021-12-10 17:17:39,0.88476677734375,False
CPA220218C00105000,105.0,USD,1.55,0.0,0.0,1.0,305,0.65,0.9,REGULAR,2022-02-18,2021-10-18 19:31:08,0.8833019482421874,False
CPA220218C00110000,110.0,USD,2.0,0.0,0.0,1.0,2,0.25,1.35,REGULAR,2022-02-18,2021-11-10 11:58:35,1.0483446020507814,False
CPA220218C00115000,115.0,USD,0.32,0.0,0.0,1.0,10,0.0,0.75,REGULAR,2022-02-18,2021-11-16 20:02:38,1.001958115234375,False
