contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
NPO220218C00105000,105.0,USD,2.77,0.0,0.0,3,0.2,5.0,REGULAR,2022-02-18,2022-02-03 19:40:28,0.6113320117187502,False
NPO220218C00115000,115.0,USD,5.43,0.0,0.0,2,0.0,4.8,REGULAR,2022-02-18,2022-01-06 20:32:46,0.973633076171875,False
NPO220218C00120000,120.0,USD,3.1,0.0,0.0,2,0.0,4.8,REGULAR,2022-02-18,2022-01-06 20:32:46,1.1347699511718752,False
