contractSymbol,strike,currency,lastPrice,change,percentChange,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume,openInterest
CNS220318C00083750,83.75,USD,6.0,0.0,0.0,9.5,12.9,REGULAR,2022-03-18,2021-11-12 23:09:24,1.1331830450439455,False,,
CNS220318C00085000,85.0,USD,6.0,0.0,0.0,0.0,0.0,REGULAR,2022-03-18,2021-08-18 13:57:09,0.0312596875,False,3.0,0.0
CNS220318C00093750,93.75,USD,2.2,0.0,0.0,3.9,5.6,REGULAR,2022-03-18,2021-11-12 23:09:24,0.8405777661132812,False,,
CNS220318C00095000,95.0,USD,2.2,0.0,0.0,0.0,5.0,REGULAR,2022-03-18,2021-08-18 13:58:55,0.6333044482421876,False,2.0,0.0
