contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
CDAY220218C00110000,110.0,USD,4.51,0.0,0.0,14,0.9,2.4,REGULAR,2022-02-18,2021-12-28 17:19:01,1.8232430712890624,False
CDAY220218C00115000,115.0,USD,2.45,0.0,0.0,3,0.35,2.4,REGULAR,2022-02-18,2021-12-20 14:39:03,1.8740240673828126,False
CDAY220218C00130000,130.0,USD,0.7,0.0,0.0,30,0.2,4.8,REGULAR,2022-02-18,2021-12-30 16:57:03,2.6494174389648437,False
