contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
ABR220218C00012500,12.5,USD,4.5,0.0,0.0,2.0,2,4.5,5.8,REGULAR,2022-02-18,2022-01-21 20:35:07,1.4570339648437498,True
ABR220218C00015000,15.0,USD,2.3,0.0,0.0,23.0,146,2.0,3.1,REGULAR,2022-02-18,2022-02-08 16:15:22,0.5625043750000001,True
ABR220218C00017500,17.5,USD,0.3,0.060000017,25.00001,31.0,2010,0.25,0.35,REGULAR,2022-02-18,2022-02-09 17:01:51,0.29395237304687494,True
ABR220218C00020000,20.0,USD,0.05,0.0,0.0,8.0,631,0.0,0.05,REGULAR,2022-02-18,2022-02-03 17:34:34,0.5390671093750001,False
ABR220218C00022500,22.5,USD,0.1,0.0,0.0,,10,0.0,0.05,REGULAR,2022-02-18,2022-01-18 14:30:07,0.7812521875,False
