contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
CTOS220218C00007500,7.5,USD,1.0,0.0,0.0,21,0.9,1.05,REGULAR,2022-02-18,2021-12-28 20:32:07,1.5468772656249998,True
CTOS220218C00010000,10.0,USD,0.15,0.0,0.0,174,0.1,0.25,REGULAR,2022-02-18,2021-12-30 20:31:40,1.4492215039062502,False
