contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
SPSC220218C00080000,80.0,USD,68.5,0.0,0.0,1.0,0,59.2,63.5,REGULAR,2022-02-18,2021-10-29 13:30:44,5.342776759033201,True
SPSC220218C00105000,105.0,USD,39.5,0.0,0.0,,1,22.4,25.5,REGULAR,2022-02-18,2021-12-16 14:35:18,1.5146508642578125,True
SPSC220218C00115000,115.0,USD,30.5,0.0,0.0,,1,14.8,18.0,REGULAR,2022-02-18,2021-12-16 14:35:18,1.3686555004882814,True
SPSC220218C00135000,135.0,USD,12.3,0.0,0.0,1.0,0,3.3,6.9,REGULAR,2022-02-18,2021-12-13 05:08:17,1.08984830078125,False
SPSC220218C00140000,140.0,USD,4.0,-3.0,-42.857143,2.0,5,1.25,5.4,REGULAR,2022-02-18,2022-01-05 20:40:58,1.0258837768554687,False
SPSC220218C00145000,145.0,USD,9.1,0.0,0.0,8.0,2,6.0,9.4,REGULAR,2022-02-18,2021-12-03 17:43:22,1.7824717907714844,False
SPSC220218C00150000,150.0,USD,2.8,-2.7,-49.09091,2.0,113,1.05,3.4,REGULAR,2022-02-18,2022-01-05 20:38:38,1.1357465087890626,False
SPSC220218C00160000,160.0,USD,3.8,0.0,0.0,4.0,15,0.05,0.0,REGULAR,2022-02-18,2021-12-27 17:11:36,0.5937540625000001,False
SPSC220218C00165000,165.0,USD,8.4,0.0,0.0,2.0,0,3.2,6.6,REGULAR,2022-02-18,2021-10-29 17:31:00,1.9477541674804688,False
SPSC220218C00170000,170.0,USD,3.3,0.0,0.0,20.0,107,1.3,5.0,REGULAR,2022-02-18,2021-11-10 16:01:48,1.765626171875,False
SPSC220218C00175000,175.0,USD,1.2,0.0,0.0,1.0,113,0.0,4.8,REGULAR,2022-02-18,2021-12-10 18:59:23,1.7192396850585938,False
SPSC220218C00180000,180.0,USD,2.0,0.0,0.0,11.0,217,0.1,4.9,REGULAR,2022-02-18,2021-11-10 19:42:35,1.8344734838867183,False
SPSC220218C00185000,185.0,USD,6.0,0.0,0.0,31.0,53,0.0,4.8,REGULAR,2022-02-18,2021-11-10 11:57:25,1.902832517089844,False
SPSC220218C00190000,190.0,USD,0.75,0.0,0.0,1.0,151,0.0,4.8,REGULAR,2022-02-18,2021-12-02 17:59:46,1.9887695874023437,False
SPSC220218C00200000,200.0,USD,1.2,0.0,0.0,10.0,3,0.0,0.0,REGULAR,2022-02-18,2021-11-22 14:33:56,0.500005,False
SPSC220218C00210000,210.0,USD,2.86,0.0,0.0,,2,0.75,2.95,REGULAR,2022-02-18,2021-11-10 11:57:25,2.1591842895507813,False
SPSC220218C00230000,230.0,USD,0.9,0.0,0.0,1.0,1,0.0,4.8,REGULAR,2022-02-18,2021-11-10 11:57:25,2.57178091430664,False
SPSC220218C00240000,240.0,USD,0.9,0.0,0.0,,1,0.0,4.8,REGULAR,2022-02-18,2021-11-10 11:57:25,2.6948274816894533,False
