contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
AMPL220218P00020000,20.0,USD,0.5,0.0,0.0,7,0.0,1.6,REGULAR,2022-02-18,2022-01-24 18:37:40,3.6621102197265634,False,
AMPL220218P00025000,25.0,USD,0.26,0.0,0.0,16,0.0,0.65,REGULAR,2022-02-18,2022-02-03 20:40:53,2.2128950927734365,False,1.0
AMPL220218P00030000,30.0,USD,0.35,0.0,0.0,34,0.15,1.1,REGULAR,2022-02-18,2022-02-08 19:40:20,1.8994145654296877,False,40.0
AMPL220218P00035000,35.0,USD,0.6,-0.9,-59.999996,54,0.5,1.5,REGULAR,2022-02-18,2022-02-09 17:03:53,1.5244164404296874,False,7.0
AMPL220218P00040000,40.0,USD,1.58,-1.4999999,-48.701294,19,1.5,1.95,REGULAR,2022-02-18,2022-02-09 16:20:59,1.1943399658203124,False,5.0
AMPL220218P00045000,45.0,USD,6.75,0.0,0.0,7,3.4,4.3,REGULAR,2022-02-18,2022-01-20 16:27:07,1.1069380590820312,True,1.0
AMPL220218P00050000,50.0,USD,10.37,0.0,0.0,19,5.7,9.5,REGULAR,2022-02-18,2022-01-20 14:43:34,1.2138711181640622,True,1.0
AMPL220218P00055000,55.0,USD,14.74,0.0,0.0,18,10.1,13.2,REGULAR,2022-02-18,2022-02-08 17:40:04,1.12891060546875,True,2.0
AMPL220218P00060000,60.0,USD,25.82,0.0,0.0,4,15.2,18.5,REGULAR,2022-02-18,2022-01-28 17:03:37,1.5488303808593749,True,1.0
AMPL220218P00065000,65.0,USD,26.35,0.0,0.0,2,20.2,23.4,REGULAR,2022-02-18,2022-01-31 17:06:16,1.7744151904296874,True,1.0
AMPL220218P00070000,70.0,USD,30.83,0.0,0.0,7,25.4,28.5,REGULAR,2022-02-18,2022-01-20 20:17:33,2.1093797265624996,True,
AMPL220218P00075000,75.0,USD,34.42,0.0,0.0,1,30.0,33.5,REGULAR,2022-02-18,2022-02-08 17:27:24,2.166020209960937,True,2.0
