contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
OKTA220211C00155000,155.0,USD,27.45,0.0,0.0,1,31.85,38.35,REGULAR,2022-02-11,2022-01-26 20:11:00,2.2617230957031245,True,
OKTA220211C00160000,160.0,USD,30.04,0.0,0.0,2,27.05,34.2,REGULAR,2022-02-11,2022-02-04 20:57:14,1.009770576171875,True,1.0
OKTA220211C00165000,165.0,USD,23.9,0.0,0.0,15,22.7,28.25,REGULAR,2022-02-11,2022-01-24 18:17:07,0.648441015625,True,
OKTA220211C00170000,170.0,USD,20.75,0.0,0.0,8,17.35,24.7,REGULAR,2022-02-11,2022-02-04 20:57:14,0.911133701171875,True,1.0
OKTA220211C00172500,172.5,USD,21.5,0.0,0.0,7,15.85,20.5,REGULAR,2022-02-11,2022-01-31 14:53:03,0.6621127539062501,True,7.0
OKTA220211C00175000,175.0,USD,15.6,-5.0,-24.271845,8,15.8,17.65,REGULAR,2022-02-11,2022-02-08 18:37:23,0.9301764794921875,True,6.0
OKTA220211C00177500,177.5,USD,12.6,-1.3999996,-9.999997,7,13.15,15.05,REGULAR,2022-02-11,2022-02-08 19:22:11,0.7944356494140624,True,6.0
OKTA220211C00180000,180.0,USD,11.65,1.4499998,14.215684,42,11.7,12.65,REGULAR,2022-02-11,2022-02-08 18:30:24,0.8095722167968749,True,1.0
OKTA220211C00182500,182.5,USD,9.25,0.21000004,2.3230093,102,9.7,10.55,REGULAR,2022-02-11,2022-02-08 18:37:23,0.773439765625,True,23.0
OKTA220211C00185000,185.0,USD,7.95,-0.3000002,-3.6363661,30,7.75,8.35,REGULAR,2022-02-11,2022-02-08 20:34:16,0.7138700488281251,True,41.0
OKTA220211C00187500,187.5,USD,5.6,-1.0500002,-15.789476,29,6.0,6.5,REGULAR,2022-02-11,2022-02-08 18:41:20,0.6770051831054689,True,46.0
OKTA220211C00190000,190.0,USD,3.9,-1.0999999,-21.999998,86,4.5,4.8,REGULAR,2022-02-11,2022-02-08 18:52:00,0.6425816992187501,True,34.0
OKTA220211C00192500,192.5,USD,2.89,-0.2099998,-6.774187,74,3.2,3.65,REGULAR,2022-02-11,2022-02-08 18:41:20,0.6315954809570312,False,10.0
OKTA220211C00195000,195.0,USD,2.65,0.6200001,30.54188,53,2.21,2.64,REGULAR,2022-02-11,2022-02-08 20:43:42,0.6206092626953126,False,12.0
OKTA220211C00197500,197.5,USD,1.42,-0.9,-38.793106,31,1.44,1.86,REGULAR,2022-02-11,2022-02-08 20:15:24,0.6108437353515627,False,4.0
OKTA220211C00200000,200.0,USD,1.05,-0.72,-40.677967,109,0.89,1.18,REGULAR,2022-02-11,2022-02-08 20:47:42,0.5932657861328126,False,30.0
OKTA220211C00202500,202.5,USD,0.5,-0.75,-60.000004,46,0.52,0.87,REGULAR,2022-02-11,2022-02-08 20:15:52,0.6005899316406251,False,4.0
OKTA220211C00205000,205.0,USD,0.35,-0.15,-30.000002,134,0.29,0.46,REGULAR,2022-02-11,2022-02-08 20:37:08,0.57812921875,False,68.0
OKTA220211C00207500,207.5,USD,0.49,0.0,0.0,122,0.12,0.34,REGULAR,2022-02-11,2022-02-07 19:50:24,0.5820354296875,False,31.0
OKTA220211C00210000,210.0,USD,0.13,-0.21000001,-61.764706,136,0.08,0.21,REGULAR,2022-02-11,2022-02-08 19:57:04,0.5918009570312501,False,20.0
OKTA220211C00212500,212.5,USD,0.3,0.0,0.0,21,0.03,0.15,REGULAR,2022-02-11,2022-02-07 18:05:51,0.6015664843750002,False,17.0
OKTA220211C00215000,215.0,USD,0.12,-0.080000006,-40.000004,39,0.01,0.23,REGULAR,2022-02-11,2022-02-08 19:57:04,0.6835969140625001,False,12.0
OKTA220211C00217500,217.5,USD,0.12,0.0,0.0,13,0.01,0.15,REGULAR,2022-02-11,2022-02-07 16:56:34,0.69336244140625,False,7.0
OKTA220211C00220000,220.0,USD,0.06,0.0,0.0,515,0.01,0.08,REGULAR,2022-02-11,2022-02-08 17:26:07,0.6875031250000001,False,48.0
OKTA220211C00222500,222.5,USD,0.15,0.0,0.0,5,0.0,4.3,REGULAR,2022-02-11,2022-02-04 19:48:59,1.5976582617187498,False,1.0
